,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000228,0.000197,0.000173,0.000180,0.000191,0.000195,0.000172,0.000185,0.000137,0.000141
All,deaths_total_rel,0.000000,-0.134551,-0.241668,-0.211985,-0.163923,-0.146145,-0.248105,-0.188158,-0.398321,-0.380775
Elder_Ratio,deaths_gini_abs,0.298448,0.300197,0.166919,0.308001,0.254988,0.311304,0.318751,0.315255,0.213561,0.234394
Elder_Ratio,deaths_gini_rel,0.000000,0.005860,-0.440711,0.032007,-0.145622,0.043076,0.068027,0.056313,-0.284430,-0.214626
Mean_Household_Income,deaths_gini_abs,0.126062,0.130091,0.137699,0.022292,0.123551,0.082427,0.086567,0.074674,0.023891,0.093461
Mean_Household_Income,deaths_gini_rel,0.000000,0.031960,0.092306,-0.823164,-0.019923,-0.346138,-0.313304,-0.407645,-0.810486,-0.258616
EW_Ratio,deaths_gini_abs,0.124095,0.135589,0.084753,0.094413,0.018355,0.135153,0.094696,0.105855,0.060850,0.193106
EW_Ratio,deaths_gini_rel,0.000000,0.092623,-0.317027,-0.239184,-0.852092,0.089109,-0.236908,-0.146978,-0.509651,0.556117
Minority_Ratio,deaths_gini_abs,0.132576,0.116055,0.169300,0.059301,0.125894,0.032583,0.040030,0.027342,0.030802,0.146160
Minority_Ratio,deaths_gini_rel,0.000000,-0.124620,0.276998,-0.552701,-0.050400,-0.754229,-0.698059,-0.793761,-0.767665,0.102456
