,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000107,0.000095,0.000085,0.000087,0.000092,0.000094,0.000089,0.000091,0.000078,0.000076
All,deaths_total_rel,0.000000,-0.111179,-0.203631,-0.185219,-0.138728,-0.120690,-0.163559,-0.146781,-0.272847,-0.286946
Elder_Ratio,deaths_gini_abs,0.230873,0.237084,0.112546,0.255601,0.236306,0.209097,0.264276,0.250437,0.141925,0.157044
Elder_Ratio,deaths_gini_rel,0.000000,0.026900,-0.512521,0.107105,0.023533,-0.094323,0.144679,0.084739,-0.385271,-0.319781
Mean_Household_Income,deaths_gini_abs,0.120154,0.110965,0.145114,0.012301,0.111251,0.138065,0.011657,0.058326,0.093950,0.124238
Mean_Household_Income,deaths_gini_rel,0.000000,-0.076478,0.207733,-0.897620,-0.074101,0.149068,-0.902986,-0.514570,-0.218087,0.033990
EW_Ratio,deaths_gini_abs,0.065892,0.061808,0.057755,0.042627,0.007074,0.059230,0.050979,0.044781,0.029427,0.094753
EW_Ratio,deaths_gini_rel,0.000000,-0.061981,-0.123493,-0.353077,-0.892637,-0.101119,-0.226332,-0.320389,-0.553408,0.437995
Minority_Ratio,deaths_gini_abs,0.059840,0.052652,0.050262,0.110804,0.041257,0.006239,0.133826,0.068250,0.028808,0.073485
Minority_Ratio,deaths_gini_rel,0.000000,-0.120124,-0.160060,0.851650,-0.310547,-0.895735,1.236376,0.140535,-0.518594,0.228015
