,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000039,0.000036,0.000038,0.000037,0.000039,0.000039,0.000039,0.000033,0.000032
All,deaths_total_rel,0.000000,-0.060589,-0.139744,-0.072596,-0.112729,-0.045470,-0.063813,-0.050917,-0.188438,-0.227237
Elder_Ratio,deaths_gini_abs,0.316714,0.316738,0.242703,0.308346,0.328201,0.304672,0.310056,0.311229,0.262851,0.275490
Elder_Ratio,deaths_gini_rel,0.000000,0.000079,-0.233683,-0.026418,0.036271,-0.038021,-0.021019,-0.017318,-0.170066,-0.130161
Mean_Household_Income,deaths_gini_abs,0.074212,0.079705,0.076141,0.038063,0.094304,0.090366,0.053116,0.072393,0.065443,0.079977
Mean_Household_Income,deaths_gini_rel,0.000000,0.074017,0.025994,-0.487103,0.270736,0.217673,-0.284273,-0.024511,-0.118162,0.077673
EW_Ratio,deaths_gini_abs,0.130472,0.114187,0.110000,0.117477,0.079157,0.118585,0.120326,0.113382,0.079467,0.104107
EW_Ratio,deaths_gini_rel,0.000000,-0.124818,-0.156908,-0.099603,-0.393305,-0.091108,-0.077762,-0.130988,-0.390927,-0.202075
Minority_Ratio,deaths_gini_abs,0.109108,0.106723,0.090678,0.144870,0.100225,0.064751,0.148678,0.103485,0.090675,0.094342
Minority_Ratio,deaths_gini_rel,0.000000,-0.021855,-0.168914,0.327772,-0.081413,-0.406537,0.362669,-0.051536,-0.168941,-0.135332
