,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000228,0.000214,0.000199,0.000206,0.000215,0.000214,0.000200,0.000204,0.000165,0.000178
All,deaths_total_rel,0.000000,-0.062971,-0.126137,-0.097462,-0.059772,-0.062332,-0.122511,-0.104888,-0.278059,-0.217996
Elder_Ratio,deaths_gini_abs,0.298448,0.291489,0.223513,0.302488,0.283467,0.310591,0.312271,0.308761,0.225012,0.244605
Elder_Ratio,deaths_gini_rel,0.000000,-0.023318,-0.251082,0.013535,-0.050197,0.040685,0.046315,0.034554,-0.246060,-0.180412
Mean_Household_Income,deaths_gini_abs,0.126062,0.135200,0.136274,0.072623,0.128081,0.115885,0.079978,0.084390,0.015299,0.118607
Mean_Household_Income,deaths_gini_rel,0.000000,0.072488,0.081006,-0.423911,0.016011,-0.080732,-0.365571,-0.330570,-0.878640,-0.059143
EW_Ratio,deaths_gini_abs,0.124095,0.124781,0.088289,0.093995,0.084063,0.141976,0.096875,0.102705,0.055339,0.188508
EW_Ratio,deaths_gini_rel,0.000000,0.005535,-0.288539,-0.242553,-0.322590,0.144096,-0.219347,-0.172364,-0.554058,0.519068
Minority_Ratio,deaths_gini_abs,0.132576,0.128086,0.184108,0.091409,0.128472,0.087351,0.057223,0.070472,0.045105,0.169087
Minority_Ratio,deaths_gini_rel,0.000000,-0.033871,0.388697,-0.310520,-0.030958,-0.341126,-0.568379,-0.468439,-0.659781,0.275393
