,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000305,0.000250,0.000228,0.000229,0.000237,0.000245,0.000229,0.000239,0.000188,0.000175
All,deaths_total_rel,0.000000,-0.182310,-0.254479,-0.250293,-0.225104,-0.197342,-0.249239,-0.218626,-0.384398,-0.426739
Elder_Ratio,deaths_gini_abs,0.228453,0.230737,0.101643,0.216695,0.210976,0.243865,0.237035,0.227234,0.142451,0.131378
Elder_Ratio,deaths_gini_rel,0.000000,0.009995,-0.555084,-0.051472,-0.076503,0.067460,0.037562,-0.005339,-0.376457,-0.424925
Mean_Household_Income,deaths_gini_abs,0.203322,0.194009,0.178773,0.071527,0.156056,0.133841,0.084268,0.094019,0.047144,0.175165
Mean_Household_Income,deaths_gini_rel,0.000000,-0.045806,-0.120738,-0.648208,-0.232466,-0.341730,-0.585543,-0.537584,-0.768132,-0.138486
EW_Ratio,deaths_gini_abs,0.143136,0.136592,0.098572,0.044447,0.019654,0.108715,0.062658,0.077334,0.029071,0.163711
EW_Ratio,deaths_gini_rel,0.000000,-0.045725,-0.311345,-0.689477,-0.862689,-0.240477,-0.562248,-0.459717,-0.796902,0.143740
Minority_Ratio,deaths_gini_abs,0.203770,0.201638,0.226229,0.119813,0.162563,0.106581,0.112562,0.110471,0.062102,0.228354
Minority_Ratio,deaths_gini_rel,0.000000,-0.010464,0.110219,-0.412020,-0.202223,-0.476952,-0.447600,-0.457862,-0.695233,0.120646
