,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000166,0.000159,0.000149,0.000153,0.000154,0.000157,0.000152,0.000158,0.000143,0.000138
All,deaths_total_rel,0.000000,-0.040163,-0.101772,-0.078505,-0.069405,-0.051538,-0.084693,-0.047837,-0.138688,-0.164381
Elder_Ratio,deaths_gini_abs,0.313645,0.315884,0.264415,0.308215,0.317062,0.297396,0.316590,0.314843,0.272559,0.287788
Elder_Ratio,deaths_gini_rel,0.000000,0.007139,-0.156961,-0.017313,0.010892,-0.051807,0.009390,0.003819,-0.130996,-0.082440
Mean_Household_Income,deaths_gini_abs,0.065102,0.065512,0.063857,0.033309,0.058363,0.079808,0.061367,0.072867,0.042802,0.058793
Mean_Household_Income,deaths_gini_rel,0.000000,0.006301,-0.019122,-0.488361,-0.103506,0.225893,-0.057371,0.119285,-0.342532,-0.096913
EW_Ratio,deaths_gini_abs,0.038579,0.039695,0.041065,0.036387,0.017699,0.039756,0.042777,0.039065,0.019031,0.038675
EW_Ratio,deaths_gini_rel,0.000000,0.028928,0.064441,-0.056808,-0.541228,0.030515,0.108830,0.012606,-0.506711,0.002502
Minority_Ratio,deaths_gini_abs,0.112455,0.117885,0.082660,0.103419,0.110649,0.077959,0.121520,0.115614,0.078699,0.099509
Minority_Ratio,deaths_gini_rel,0.000000,0.048290,-0.264954,-0.080352,-0.016058,-0.306752,0.080610,0.028089,-0.300175,-0.115125
