,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000166,0.000164,0.000163,0.000162,0.000164,0.000163,0.000162,0.000164,0.000158,0.000157
All,deaths_total_rel,0.000000,-0.008979,-0.017018,-0.023539,-0.009950,-0.017715,-0.020840,-0.012255,-0.048262,-0.052084
Elder_Ratio,deaths_gini_abs,0.313645,0.317244,0.305046,0.310897,0.312304,0.307144,0.307537,0.315214,0.299268,0.298099
Elder_Ratio,deaths_gini_rel,0.000000,0.011473,-0.027416,-0.008762,-0.004276,-0.020729,-0.019476,0.005000,-0.045838,-0.049566
Mean_Household_Income,deaths_gini_abs,0.065102,0.068143,0.066622,0.057168,0.067009,0.071177,0.056682,0.067517,0.050705,0.060622
Mean_Household_Income,deaths_gini_rel,0.000000,0.046711,0.023350,-0.121865,0.029294,0.093315,-0.129327,0.037104,-0.221150,-0.068819
EW_Ratio,deaths_gini_abs,0.038579,0.038556,0.034499,0.038564,0.029726,0.035048,0.033089,0.040116,0.019097,0.040933
EW_Ratio,deaths_gini_rel,0.000000,-0.000600,-0.105748,-0.000381,-0.229472,-0.091528,-0.142312,0.039849,-0.504994,0.061019
Minority_Ratio,deaths_gini_abs,0.112455,0.115256,0.106489,0.110026,0.113789,0.103773,0.108562,0.117152,0.096734,0.107469
Minority_Ratio,deaths_gini_rel,0.000000,0.024905,-0.053050,-0.021597,0.011860,-0.077206,-0.034616,0.041767,-0.139801,-0.044340
