,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000107,0.000085,0.000084,0.000079,0.000081,0.000082,0.000080,0.000080,0.000068,0.000059
All,deaths_total_rel,0.000000,-0.203060,-0.217317,-0.260166,-0.239549,-0.228876,-0.251462,-0.250576,-0.367465,-0.444991
Elder_Ratio,deaths_gini_abs,0.230873,0.246262,0.107921,0.270191,0.232549,0.217613,0.274411,0.259854,0.140238,0.231036
Elder_Ratio,deaths_gini_rel,0.000000,0.066652,-0.532553,0.170297,0.007255,-0.057435,0.188577,0.125527,-0.392578,0.000705
Mean_Household_Income,deaths_gini_abs,0.120154,0.108777,0.146826,0.010325,0.115701,0.144363,0.034472,0.040088,0.093205,0.092663
Mean_Household_Income,deaths_gini_rel,0.000000,-0.094689,0.221976,-0.914071,-0.037063,0.201485,-0.713101,-0.666360,-0.224285,-0.228800
EW_Ratio,deaths_gini_abs,0.065892,0.061824,0.057509,0.046472,0.003128,0.064448,0.061827,0.046456,0.024270,0.058291
EW_Ratio,deaths_gini_rel,0.000000,-0.061745,-0.127222,-0.294730,-0.952536,-0.021915,-0.061703,-0.294968,-0.631680,-0.115364
Minority_Ratio,deaths_gini_abs,0.059840,0.053189,0.054856,0.126042,0.044908,0.020556,0.153337,0.095014,0.021402,0.043460
Minority_Ratio,deaths_gini_rel,0.000000,-0.111158,-0.083293,1.106293,-0.249538,-0.656493,1.562435,0.587786,-0.642354,-0.273740
