,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000498,0.000474,0.000470,0.000424,0.000456,0.000464,0.000444,0.000457,0.000401,0.000422
All,deaths_total_rel,0.000000,-0.048568,-0.055977,-0.149324,-0.084656,-0.068914,-0.109606,-0.082448,-0.195963,-0.152784
Elder_Ratio,deaths_gini_abs,0.130730,0.126296,0.085923,0.146203,0.138084,0.145861,0.150178,0.144522,0.094877,0.075128
Elder_Ratio,deaths_gini_rel,0.000000,-0.033914,-0.342742,0.118362,0.056253,0.115749,0.148767,0.105504,-0.274249,-0.425317
Mean_Household_Income,deaths_gini_abs,0.469877,0.467872,0.471325,0.415580,0.451054,0.458963,0.435761,0.444587,0.414763,0.471591
Mean_Household_Income,deaths_gini_rel,0.000000,-0.004267,0.003082,-0.115556,-0.040059,-0.023228,-0.072606,-0.053823,-0.117294,0.003648
EW_Ratio,deaths_gini_abs,0.319482,0.315248,0.309506,0.255522,0.280446,0.319968,0.282188,0.290752,0.252686,0.351944
EW_Ratio,deaths_gini_rel,0.000000,-0.013253,-0.031224,-0.200197,-0.122183,0.001523,-0.116731,-0.089925,-0.209074,0.101609
Minority_Ratio,deaths_gini_abs,0.401303,0.404324,0.409363,0.339308,0.389836,0.378004,0.362161,0.371940,0.345241,0.446437
Minority_Ratio,deaths_gini_rel,0.000000,0.007527,0.020083,-0.154485,-0.028576,-0.058059,-0.097538,-0.073170,-0.139701,0.112467
