,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000166,0.000158,0.000153,0.000156,0.000156,0.000159,0.000163,0.000160,0.000145,0.000144
All,deaths_total_rel,0.000000,-0.043317,-0.075411,-0.059273,-0.055087,-0.038555,-0.017321,-0.035339,-0.122520,-0.129618
Elder_Ratio,deaths_gini_abs,0.313645,0.315792,0.276902,0.308367,0.312090,0.301755,0.315527,0.311348,0.278125,0.291730
Elder_Ratio,deaths_gini_rel,0.000000,0.006844,-0.117147,-0.016829,-0.004959,-0.037909,0.005998,-0.007325,-0.113249,-0.069871
Mean_Household_Income,deaths_gini_abs,0.065102,0.066034,0.070567,0.040348,0.063392,0.075016,0.064558,0.069604,0.041385,0.060555
Mean_Household_Income,deaths_gini_rel,0.000000,0.014322,0.083949,-0.380229,-0.026256,0.152288,-0.008345,0.069150,-0.364295,-0.069834
EW_Ratio,deaths_gini_abs,0.038579,0.039705,0.038575,0.032771,0.019566,0.036749,0.042795,0.039991,0.015204,0.034377
EW_Ratio,deaths_gini_rel,0.000000,0.029189,-0.000100,-0.150554,-0.492819,-0.047436,0.109296,0.036615,-0.605904,-0.108911
Minority_Ratio,deaths_gini_abs,0.112455,0.115905,0.087422,0.107178,0.110649,0.086683,0.115520,0.110789,0.084814,0.095874
Minority_Ratio,deaths_gini_rel,0.000000,0.030676,-0.222601,-0.046923,-0.016055,-0.229175,0.027258,-0.014810,-0.245793,-0.147444
