,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000166,0.000163,0.000160,0.000160,0.000163,0.000163,0.000164,0.000161,0.000152,0.000153
All,deaths_total_rel,0.000000,-0.015137,-0.036401,-0.035855,-0.018747,-0.016017,-0.007311,-0.028423,-0.082115,-0.079081
Elder_Ratio,deaths_gini_abs,0.313645,0.317150,0.297117,0.312279,0.316305,0.305732,0.317421,0.314089,0.287758,0.292746
Elder_Ratio,deaths_gini_rel,0.000000,0.011174,-0.052696,-0.004356,0.008481,-0.025230,0.012038,0.001415,-0.082536,-0.066633
Mean_Household_Income,deaths_gini_abs,0.065102,0.068231,0.071939,0.048448,0.064800,0.072238,0.065763,0.067921,0.043892,0.063073
Mean_Household_Income,deaths_gini_rel,0.000000,0.048073,0.105031,-0.255819,-0.004630,0.109612,0.010162,0.043304,-0.325797,-0.031164
EW_Ratio,deaths_gini_abs,0.038579,0.036766,0.034032,0.033525,0.030365,0.036303,0.042108,0.040551,0.018034,0.042236
EW_Ratio,deaths_gini_rel,0.000000,-0.046981,-0.117853,-0.131013,-0.212921,-0.058997,0.091485,0.051123,-0.532532,0.094799
Minority_Ratio,deaths_gini_abs,0.112455,0.116940,0.092563,0.107016,0.120158,0.099935,0.113405,0.115671,0.086486,0.104761
Minority_Ratio,deaths_gini_rel,0.000000,0.039887,-0.176890,-0.048369,0.068501,-0.111334,0.008448,0.028597,-0.230931,-0.068416
