,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000088,0.000091,0.000083,0.000087,0.000085,0.000087,0.000087,0.000088,0.000082,0.000082
All,deaths_total_rel,0.000000,0.037547,-0.048880,-0.002383,-0.024943,-0.003813,-0.009374,0.007626,-0.061643,-0.060531
Elder_Ratio,deaths_gini_abs,0.232413,0.228021,0.186079,0.225775,0.239199,0.224328,0.228888,0.221395,0.197048,0.194816
Elder_Ratio,deaths_gini_rel,0.000000,-0.018899,-0.199359,-0.028564,0.029197,-0.034790,-0.015167,-0.047408,-0.152165,-0.161767
Mean_Household_Income,deaths_gini_abs,0.027561,0.030010,0.030359,0.008432,0.034327,0.040355,0.036206,0.032406,0.019198,0.028486
Mean_Household_Income,deaths_gini_rel,0.000000,0.088872,0.101523,-0.694046,0.245495,0.464213,0.313691,0.175793,-0.303439,0.033560
EW_Ratio,deaths_gini_abs,0.092459,0.093401,0.094429,0.097540,0.065299,0.096023,0.093039,0.092791,0.078859,0.092458
EW_Ratio,deaths_gini_rel,0.000000,0.010184,0.021306,0.054948,-0.293751,0.038540,0.006272,0.003593,-0.147097,-0.000010
Minority_Ratio,deaths_gini_abs,0.077883,0.077111,0.067950,0.083837,0.080436,0.060317,0.100445,0.072633,0.063280,0.054513
Minority_Ratio,deaths_gini_rel,0.000000,-0.009916,-0.127536,0.076445,0.032773,-0.225544,0.289690,-0.067407,-0.187498,-0.300072
