,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000220,0.000228,0.000210,0.000213,0.000220,0.000219,0.000210,0.000215,0.000198,0.000200
All,deaths_total_rel,0.000000,0.035640,-0.046844,-0.031042,-0.002952,-0.004397,-0.044916,-0.024697,-0.102140,-0.092964
Elder_Ratio,deaths_gini_abs,0.298006,0.298448,0.251401,0.302201,0.287537,0.305980,0.310327,0.306722,0.272599,0.274286
Elder_Ratio,deaths_gini_rel,0.000000,0.001484,-0.156389,0.014077,-0.035131,0.026758,0.041343,0.029246,-0.085256,-0.079597
Mean_Household_Income,deaths_gini_abs,0.126702,0.126062,0.123574,0.088653,0.124373,0.114119,0.090317,0.099308,0.075003,0.124196
Mean_Household_Income,deaths_gini_rel,0.000000,-0.005048,-0.024690,-0.300306,-0.018384,-0.099314,-0.287172,-0.216210,-0.408037,-0.019780
EW_Ratio,deaths_gini_abs,0.122571,0.124095,0.105310,0.113552,0.097495,0.131175,0.113313,0.116245,0.087980,0.150880
EW_Ratio,deaths_gini_rel,0.000000,0.012427,-0.140826,-0.073582,-0.204584,0.070194,-0.075533,-0.051615,-0.282218,0.230957
Minority_Ratio,deaths_gini_abs,0.128200,0.132576,0.152692,0.101881,0.129560,0.103280,0.084318,0.102093,0.088097,0.150516
Minority_Ratio,deaths_gini_rel,0.000000,0.034136,0.191043,-0.205298,0.010610,-0.194381,-0.342295,-0.203639,-0.312819,0.174073
