,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000228,0.000207,0.000187,0.000193,0.000206,0.000201,0.000185,0.000194,0.000135,0.000154
All,deaths_total_rel,0.000000,-0.090812,-0.179686,-0.152581,-0.096977,-0.118304,-0.189728,-0.148704,-0.408073,-0.325423
Elder_Ratio,deaths_gini_abs,0.298448,0.293527,0.201950,0.310840,0.274665,0.317551,0.332047,0.322407,0.176585,0.227682
Elder_Ratio,deaths_gini_rel,0.000000,-0.016490,-0.323333,0.041520,-0.079690,0.064008,0.112579,0.080277,-0.408321,-0.237113
Mean_Household_Income,deaths_gini_abs,0.126062,0.136503,0.138246,0.047523,0.133564,0.098815,0.093591,0.080690,0.007490,0.119247
Mean_Household_Income,deaths_gini_rel,0.000000,0.082818,0.096647,-0.623016,0.059508,-0.216141,-0.257586,-0.359921,-0.940585,-0.054065
EW_Ratio,deaths_gini_abs,0.124095,0.124245,0.072895,0.093799,0.061595,0.145007,0.097114,0.104789,0.025836,0.228228
EW_Ratio,deaths_gini_rel,0.000000,0.001209,-0.412584,-0.244135,-0.503643,0.168516,-0.217423,-0.155570,-0.791803,0.839143
Minority_Ratio,deaths_gini_abs,0.132576,0.125280,0.194316,0.070986,0.130739,0.050563,0.022838,0.041164,0.014165,0.181924
Minority_Ratio,deaths_gini_rel,0.000000,-0.055035,0.465694,-0.464568,-0.013860,-0.618611,-0.827739,-0.689508,-0.893157,0.372224
