,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000305,0.000264,0.000248,0.000251,0.000260,0.000262,0.000254,0.000251,0.000179,0.000199
All,deaths_total_rel,0.000000,-0.136633,-0.188131,-0.177371,-0.149642,-0.142228,-0.168828,-0.179803,-0.412611,-0.347350
Elder_Ratio,deaths_gini_abs,0.228453,0.227372,0.123406,0.219787,0.216456,0.241864,0.235864,0.226457,0.099852,0.118181
Elder_Ratio,deaths_gini_rel,0.000000,-0.004736,-0.459818,-0.037937,-0.052517,0.058701,0.032439,-0.008738,-0.562922,-0.482691
Mean_Household_Income,deaths_gini_abs,0.203322,0.202983,0.187238,0.102261,0.166453,0.156284,0.117837,0.113718,0.015602,0.209927
Mean_Household_Income,deaths_gini_rel,0.000000,-0.001669,-0.079107,-0.497050,-0.181335,-0.231347,-0.420442,-0.440698,-0.923266,0.032487
EW_Ratio,deaths_gini_abs,0.143136,0.150720,0.100128,0.061928,0.063282,0.124131,0.083014,0.081968,0.036774,0.227345
EW_Ratio,deaths_gini_rel,0.000000,0.052984,-0.300475,-0.567352,-0.557892,-0.132780,-0.420039,-0.427346,-0.743084,0.588311
Minority_Ratio,deaths_gini_abs,0.203770,0.208829,0.214786,0.129101,0.172772,0.131119,0.128201,0.119129,0.040835,0.306076
Minority_Ratio,deaths_gini_rel,0.000000,0.024827,0.054062,-0.366439,-0.152122,-0.356532,-0.370856,-0.415375,-0.799604,0.502069
