,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000048,0.000047,0.000045,0.000046,0.000046,0.000047,0.000047,0.000047,0.000043,0.000042
All,deaths_total_rel,0.000000,-0.032675,-0.080062,-0.044444,-0.046535,-0.037863,-0.028571,-0.029113,-0.101974,-0.126907
Elder_Ratio,deaths_gini_abs,0.341207,0.344355,0.304410,0.337649,0.350435,0.333397,0.347417,0.347459,0.309201,0.310283
Elder_Ratio,deaths_gini_rel,0.000000,0.009226,-0.107845,-0.010429,0.027044,-0.022891,0.018199,0.018323,-0.093804,-0.090632
Mean_Household_Income,deaths_gini_abs,0.125455,0.127582,0.126814,0.099623,0.127497,0.124006,0.141092,0.123795,0.105746,0.116310
Mean_Household_Income,deaths_gini_rel,0.000000,0.016948,0.010828,-0.205908,0.016272,-0.011551,0.124640,-0.013233,-0.157107,-0.072901
EW_Ratio,deaths_gini_abs,0.120723,0.131675,0.125311,0.123466,0.104602,0.132202,0.131914,0.125663,0.110943,0.115396
EW_Ratio,deaths_gini_rel,0.000000,0.090722,0.038010,0.022726,-0.133532,0.095092,0.092700,0.040926,-0.081009,-0.044126
Minority_Ratio,deaths_gini_abs,0.205993,0.209543,0.192187,0.204225,0.206455,0.189955,0.230355,0.213675,0.194799,0.187710
Minority_Ratio,deaths_gini_rel,0.000000,0.017236,-0.067019,-0.008583,0.002243,-0.077857,0.118267,0.037291,-0.054342,-0.088753
