,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000048,0.000047,0.000045,0.000047,0.000047,0.000047,0.000047,0.000047,0.000045,0.000043
All,deaths_total_rel,0.000000,-0.022145,-0.071854,-0.034843,-0.036934,-0.032133,-0.021913,-0.020519,-0.078358,-0.105381
Elder_Ratio,deaths_gini_abs,0.341207,0.341387,0.316929,0.340676,0.347726,0.337397,0.345631,0.345395,0.315918,0.314623
Elder_Ratio,deaths_gini_rel,0.000000,0.000526,-0.071155,-0.001557,0.019103,-0.011166,0.012966,0.012273,-0.074117,-0.077913
Mean_Household_Income,deaths_gini_abs,0.125455,0.124940,0.126059,0.101070,0.125676,0.126403,0.132073,0.129940,0.110095,0.118122
Mean_Household_Income,deaths_gini_rel,0.000000,-0.004107,0.004812,-0.194373,0.001761,0.007553,0.052748,0.035747,-0.122435,-0.058456
EW_Ratio,deaths_gini_abs,0.120723,0.126783,0.128416,0.125384,0.098054,0.132923,0.133077,0.127607,0.114274,0.123985
EW_Ratio,deaths_gini_rel,0.000000,0.050198,0.063727,0.038611,-0.187774,0.101064,0.102339,0.057023,-0.053418,0.027026
Minority_Ratio,deaths_gini_abs,0.205993,0.206564,0.199082,0.204376,0.212165,0.191197,0.226328,0.211176,0.200617,0.185073
Minority_Ratio,deaths_gini_rel,0.000000,0.002772,-0.033550,-0.007849,0.029961,-0.071825,0.098717,0.025160,-0.026097,-0.101557
