,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000048,0.000044,0.000040,0.000044,0.000042,0.000044,0.000045,0.000045,0.000039,0.000036
All,deaths_total_rel,0.000000,-0.080836,-0.169803,-0.100348,-0.137515,-0.090050,-0.078746,-0.073558,-0.203717,-0.260859
Elder_Ratio,deaths_gini_abs,0.341207,0.341998,0.247624,0.330803,0.349737,0.320601,0.343966,0.351000,0.285257,0.289117
Elder_Ratio,deaths_gini_rel,0.000000,0.002317,-0.274270,-0.030492,0.024998,-0.060393,0.008086,0.028700,-0.163979,-0.152665
Mean_Household_Income,deaths_gini_abs,0.125455,0.119648,0.107347,0.060734,0.110944,0.119141,0.144653,0.117991,0.092473,0.100120
Mean_Household_Income,deaths_gini_rel,0.000000,-0.046292,-0.144340,-0.515894,-0.115674,-0.050329,0.153021,-0.059501,-0.262898,-0.201949
EW_Ratio,deaths_gini_abs,0.120723,0.136308,0.118617,0.124293,0.067658,0.141737,0.131406,0.139484,0.100405,0.109990
EW_Ratio,deaths_gini_rel,0.000000,0.129100,-0.017442,0.029571,-0.439562,0.174072,0.088493,0.155408,-0.168300,-0.088900
Minority_Ratio,deaths_gini_abs,0.205993,0.197391,0.171249,0.210246,0.214691,0.147685,0.249335,0.210718,0.185428,0.174317
Minority_Ratio,deaths_gini_rel,0.000000,-0.041756,-0.168665,0.020647,0.042226,-0.283058,0.210404,0.022939,-0.099834,-0.153773
