,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000085,0.000107,0.000084,0.000079,0.000081,0.000082,0.000080,0.000080,0.000068,0.000059
All,deaths_total_rel,0.000000,0.254800,-0.017889,-0.071656,-0.045786,-0.032394,-0.060735,-0.059623,-0.206296,-0.303575
Elder_Ratio,deaths_gini_abs,0.246262,0.230873,0.107921,0.270191,0.232549,0.217613,0.274411,0.259854,0.140238,0.231036
Elder_Ratio,deaths_gini_rel,0.000000,-0.062487,-0.561763,0.097169,-0.055685,-0.116333,0.114307,0.055196,-0.430534,-0.061826
Mean_Household_Income,deaths_gini_abs,0.108777,0.120154,0.146826,0.010325,0.115701,0.144363,0.034472,0.040088,0.093205,0.092663
Mean_Household_Income,deaths_gini_rel,0.000000,0.104592,0.349785,-0.905084,0.063653,0.327151,-0.683094,-0.631464,-0.143151,-0.148138
EW_Ratio,deaths_gini_abs,0.061824,0.065892,0.057509,0.046472,0.003128,0.064448,0.061827,0.046456,0.024270,0.058291
EW_Ratio,deaths_gini_rel,0.000000,0.065809,-0.069786,-0.248318,-0.949412,0.042451,0.000045,-0.248571,-0.607441,-0.057148
Minority_Ratio,deaths_gini_abs,0.053189,0.059840,0.054856,0.126042,0.044908,0.020556,0.153337,0.095014,0.021402,0.043460
Minority_Ratio,deaths_gini_rel,0.000000,0.125059,0.031350,1.369705,-0.155685,-0.613534,1.882892,0.786354,-0.597627,-0.182915
