,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000071,0.000091,0.000073,0.000070,0.000069,0.000071,0.000071,0.000071,0.000058,0.000054
All,deaths_total_rel,0.000000,0.271877,0.019151,-0.025643,-0.026746,-0.008245,-0.012334,-0.008374,-0.188393,-0.243638
Elder_Ratio,deaths_gini_abs,0.235286,0.228021,0.115195,0.234753,0.254782,0.200015,0.247883,0.225041,0.154485,0.218957
Elder_Ratio,deaths_gini_rel,0.000000,-0.030877,-0.510406,-0.002265,0.082862,-0.149904,0.053540,-0.043543,-0.343416,-0.069401
Mean_Household_Income,deaths_gini_abs,0.039127,0.030010,0.027397,0.013520,0.046730,0.062494,0.128558,0.034227,0.008982,0.035786
Mean_Household_Income,deaths_gini_rel,0.000000,-0.233003,-0.299777,-0.654465,0.194333,0.597220,2.285687,-0.125225,-0.770446,-0.085379
EW_Ratio,deaths_gini_abs,0.088592,0.093401,0.107344,0.078675,0.010561,0.109779,0.107924,0.096410,0.074189,0.093335
EW_Ratio,deaths_gini_rel,0.000000,0.054284,0.211670,-0.111942,-0.880788,0.239150,0.218221,0.088245,-0.162574,0.053534
Minority_Ratio,deaths_gini_abs,0.082433,0.077111,0.043585,0.105779,0.099639,0.018995,0.170460,0.081793,0.042420,0.082414
Minority_Ratio,deaths_gini_rel,0.000000,-0.064557,-0.471269,0.283213,0.208735,-0.769569,1.067866,-0.007756,-0.485403,-0.000230
