,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000157,0.000166,0.000147,0.000152,0.000153,0.000156,0.000152,0.000157,0.000136,0.000134
All,deaths_total_rel,0.000000,0.053799,-0.062430,-0.034108,-0.024710,-0.008663,-0.034779,-0.000352,-0.133459,-0.146661
Elder_Ratio,deaths_gini_abs,0.319124,0.313645,0.262191,0.309201,0.312269,0.300153,0.310866,0.308565,0.254481,0.273310
Elder_Ratio,deaths_gini_rel,0.000000,-0.017168,-0.178405,-0.031093,-0.021479,-0.059448,-0.025878,-0.033088,-0.202563,-0.143563
Mean_Household_Income,deaths_gini_abs,0.063903,0.065102,0.070860,0.028355,0.055017,0.077310,0.058697,0.072088,0.034821,0.058336
Mean_Household_Income,deaths_gini_rel,0.000000,0.018751,0.108859,-0.556281,-0.139064,0.209793,-0.081468,0.128071,-0.455099,-0.087120
EW_Ratio,deaths_gini_abs,0.037858,0.038579,0.049455,0.033151,0.024576,0.034088,0.043410,0.044154,0.010824,0.046490
EW_Ratio,deaths_gini_rel,0.000000,0.019038,0.306313,-0.124331,-0.350843,-0.099592,0.146644,0.166300,-0.714103,0.228005
Minority_Ratio,deaths_gini_abs,0.117784,0.112455,0.082550,0.101905,0.107496,0.074120,0.122115,0.113305,0.071051,0.091357
Minority_Ratio,deaths_gini_rel,0.000000,-0.045244,-0.299144,-0.134817,-0.087342,-0.370713,0.036769,-0.038024,-0.396766,-0.224365
