,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000201,0.000228,0.000182,0.000186,0.000199,0.000198,0.000180,0.000192,0.000145,0.000148
All,deaths_total_rel,0.000000,0.135776,-0.096426,-0.075045,-0.007575,-0.013542,-0.102328,-0.044304,-0.277123,-0.260740
Elder_Ratio,deaths_gini_abs,0.296107,0.298448,0.187729,0.304224,0.262045,0.308646,0.320814,0.317086,0.213569,0.236376
Elder_Ratio,deaths_gini_rel,0.000000,0.007907,-0.366011,0.027411,-0.115034,0.042345,0.083439,0.070850,-0.278745,-0.201720
Mean_Household_Income,deaths_gini_abs,0.130319,0.126062,0.141349,0.031599,0.127335,0.086119,0.077439,0.075491,0.013925,0.106101
Mean_Household_Income,deaths_gini_rel,0.000000,-0.032659,0.084644,-0.757524,-0.022897,-0.339163,-0.405772,-0.420718,-0.893150,-0.185835
EW_Ratio,deaths_gini_abs,0.130896,0.124095,0.093160,0.089686,0.039686,0.130812,0.093223,0.104758,0.055921,0.195465
EW_Ratio,deaths_gini_rel,0.000000,-0.051957,-0.288291,-0.314824,-0.696814,-0.000640,-0.287809,-0.199684,-0.572784,0.493290
Minority_Ratio,deaths_gini_abs,0.117572,0.132576,0.175987,0.065218,0.132191,0.043155,0.021272,0.041322,0.029089,0.161452
Minority_Ratio,deaths_gini_rel,0.000000,0.127622,0.496852,-0.445293,0.124344,-0.632948,-0.819072,-0.648540,-0.752584,0.373227
