,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000305,0.000254,0.000234,0.000236,0.000244,0.000249,0.000237,0.000243,0.000191,0.000185
All,deaths_total_rel,0.000000,-0.168139,-0.234465,-0.229020,-0.199731,-0.186259,-0.223091,-0.204207,-0.374746,-0.393490
Elder_Ratio,deaths_gini_abs,0.228453,0.229430,0.104018,0.222353,0.202932,0.243842,0.244055,0.227405,0.142978,0.125315
Elder_Ratio,deaths_gini_rel,0.000000,0.004273,-0.544688,-0.026702,-0.111714,0.067360,0.068293,-0.004591,-0.374149,-0.451465
Mean_Household_Income,deaths_gini_abs,0.203322,0.197310,0.176710,0.080733,0.144197,0.132184,0.095797,0.104480,0.050002,0.183781
Mean_Household_Income,deaths_gini_rel,0.000000,-0.029569,-0.130883,-0.602931,-0.290795,-0.349879,-0.528840,-0.486134,-0.754075,-0.096110
EW_Ratio,deaths_gini_abs,0.143136,0.138566,0.101591,0.053861,0.039583,0.110110,0.068963,0.081304,0.026796,0.170837
EW_Ratio,deaths_gini_rel,0.000000,-0.031931,-0.290253,-0.623706,-0.723460,-0.230734,-0.518203,-0.431985,-0.812792,0.193528
Minority_Ratio,deaths_gini_abs,0.203770,0.202971,0.218772,0.119606,0.151661,0.112654,0.118294,0.111348,0.062374,0.240151
Minority_Ratio,deaths_gini_rel,0.000000,-0.003918,0.073623,-0.413034,-0.255723,-0.447153,-0.419473,-0.453558,-0.693900,0.178541
