,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000228,0.000224,0.000210,0.000220,0.000225,0.000225,0.000219,0.000220,0.000196,0.000209
All,deaths_total_rel,0.000000,-0.018515,-0.077842,-0.037418,-0.015239,-0.015336,-0.040947,-0.034103,-0.139010,-0.082378
Elder_Ratio,deaths_gini_abs,0.298448,0.296572,0.258785,0.303493,0.298505,0.298283,0.308406,0.307226,0.261814,0.271238
Elder_Ratio,deaths_gini_rel,0.000000,-0.006288,-0.132899,0.016902,0.000191,-0.000554,0.033366,0.029411,-0.122750,-0.091173
Mean_Household_Income,deaths_gini_abs,0.126062,0.131993,0.124631,0.105643,0.127609,0.125603,0.101075,0.103248,0.053806,0.123151
Mean_Household_Income,deaths_gini_rel,0.000000,0.047042,-0.011358,-0.161976,0.012266,-0.003642,-0.198215,-0.180976,-0.573178,-0.023098
EW_Ratio,deaths_gini_abs,0.124095,0.123303,0.096048,0.112660,0.114580,0.132991,0.105598,0.109592,0.074517,0.150726
EW_Ratio,deaths_gini_rel,0.000000,-0.006378,-0.226012,-0.092144,-0.076676,0.071693,-0.149049,-0.116869,-0.399516,0.214605
Minority_Ratio,deaths_gini_abs,0.132576,0.135495,0.159238,0.112477,0.127519,0.123324,0.098717,0.103665,0.053059,0.173269
Minority_Ratio,deaths_gini_rel,0.000000,0.022012,0.201108,-0.151606,-0.038143,-0.069791,-0.255395,-0.218076,-0.599787,0.306937
