,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000091,0.000084,0.000078,0.000085,0.000082,0.000083,0.000089,0.000086,0.000073,0.000072
All,deaths_total_rel,0.000000,-0.069978,-0.139649,-0.067374,-0.093405,-0.082074,-0.024040,-0.055176,-0.198550,-0.204165
Elder_Ratio,deaths_gini_abs,0.228021,0.233882,0.152260,0.222110,0.245877,0.207555,0.231184,0.223840,0.157103,0.157941
Elder_Ratio,deaths_gini_rel,0.000000,0.025704,-0.332251,-0.025920,0.078311,-0.089753,0.013873,-0.018335,-0.311014,-0.307338
Mean_Household_Income,deaths_gini_abs,0.030010,0.031853,0.026113,0.014152,0.043349,0.041165,0.029974,0.040566,0.026228,0.032027
Mean_Household_Income,deaths_gini_rel,0.000000,0.061407,-0.129863,-0.528432,0.444466,0.371712,-0.001199,0.351746,-0.126042,0.067211
EW_Ratio,deaths_gini_abs,0.093401,0.089565,0.098510,0.089561,0.047773,0.088966,0.098253,0.097231,0.065619,0.101011
EW_Ratio,deaths_gini_rel,0.000000,-0.041069,0.054701,-0.041113,-0.488514,-0.047485,0.051946,0.041007,-0.297448,0.081474
Minority_Ratio,deaths_gini_abs,0.077111,0.071672,0.051177,0.090801,0.082854,0.038964,0.087259,0.073315,0.023381,0.035607
Minority_Ratio,deaths_gini_rel,0.000000,-0.070536,-0.336324,0.177540,0.074477,-0.494697,0.131605,-0.049225,-0.696787,-0.538237
