,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000305,0.000217,0.000199,0.000192,0.000201,0.000197,0.000190,0.000196,0.000154,0.000134
All,deaths_total_rel,0.000000,-0.289923,-0.349911,-0.371604,-0.340668,-0.354549,-0.376909,-0.357766,-0.495239,-0.562199
Elder_Ratio,deaths_gini_abs,0.228453,0.234766,0.066182,0.221010,0.218690,0.237236,0.228126,0.223961,0.152044,0.219186
Elder_Ratio,deaths_gini_rel,0.000000,0.027632,-0.710304,-0.032581,-0.042739,0.038443,-0.001434,-0.019663,-0.334463,-0.040567
Mean_Household_Income,deaths_gini_abs,0.203322,0.188072,0.176009,0.016096,0.144401,0.074451,0.025256,0.045912,0.061303,0.138762
Mean_Household_Income,deaths_gini_rel,0.000000,-0.075003,-0.134334,-0.920833,-0.289790,-0.633828,-0.875781,-0.774193,-0.698491,-0.317524
EW_Ratio,deaths_gini_abs,0.143136,0.125724,0.094683,0.062946,0.009480,0.066210,0.072416,0.073920,0.047379,0.100413
EW_Ratio,deaths_gini_rel,0.000000,-0.121650,-0.338510,-0.560241,-0.933772,-0.537436,-0.494081,-0.483572,-0.668992,-0.298484
Minority_Ratio,deaths_gini_abs,0.203770,0.193359,0.220379,0.090741,0.151869,0.081673,0.078117,0.075649,0.072896,0.143060
Minority_Ratio,deaths_gini_rel,0.000000,-0.051091,0.081509,-0.554690,-0.254705,-0.599188,-0.616642,-0.628754,-0.642261,-0.297935
