,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000107,0.000103,0.000097,0.000099,0.000102,0.000103,0.000099,0.000101,0.000095,0.000095
All,deaths_total_rel,0.000000,-0.033495,-0.087135,-0.075399,-0.044562,-0.037493,-0.071087,-0.056318,-0.112794,-0.113857
Elder_Ratio,deaths_gini_abs,0.230873,0.234703,0.187389,0.251724,0.236216,0.221264,0.243086,0.240763,0.197901,0.197144
Elder_Ratio,deaths_gini_rel,0.000000,0.016589,-0.188348,0.090311,0.023139,-0.041623,0.052898,0.042836,-0.142816,-0.146096
Mean_Household_Income,deaths_gini_abs,0.120154,0.113504,0.124051,0.062535,0.114193,0.135593,0.074317,0.084278,0.097678,0.118417
Mean_Household_Income,deaths_gini_rel,0.000000,-0.055351,0.032433,-0.479544,-0.049615,0.128495,-0.381484,-0.298586,-0.187063,-0.014458
EW_Ratio,deaths_gini_abs,0.065892,0.062392,0.059668,0.049704,0.030535,0.062360,0.054107,0.056872,0.037051,0.076787
EW_Ratio,deaths_gini_rel,0.000000,-0.053117,-0.094467,-0.245678,-0.536590,-0.053610,-0.178854,-0.136899,-0.437706,0.165343
Minority_Ratio,deaths_gini_abs,0.059840,0.060297,0.051466,0.065019,0.047262,0.034974,0.064544,0.058650,0.035727,0.061614
Minority_Ratio,deaths_gini_rel,0.000000,0.007621,-0.139943,0.086532,-0.210204,-0.415543,0.078609,-0.019898,-0.402956,0.029632
