,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000039,0.000048,0.000039,0.000038,0.000038,0.000038,0.000040,0.000039,0.000033,0.000031
All,deaths_total_rel,0.000000,0.240038,0.011234,-0.026788,-0.023332,-0.028901,0.026212,-0.007873,-0.153145,-0.212290
Elder_Ratio,deaths_gini_abs,0.341737,0.341207,0.247341,0.334845,0.347894,0.294691,0.335528,0.343855,0.288523,0.339234
Elder_Ratio,deaths_gini_rel,0.000000,-0.001549,-0.276224,-0.020167,0.018017,-0.137666,-0.018170,0.006197,-0.155715,-0.007324
Mean_Household_Income,deaths_gini_abs,0.127117,0.125455,0.105340,0.034822,0.116567,0.138655,0.133875,0.092741,0.092038,0.119302
Mean_Household_Income,deaths_gini_rel,0.000000,-0.013070,-0.171313,-0.726059,-0.082994,0.090770,0.053163,-0.270424,-0.275953,-0.061474
EW_Ratio,deaths_gini_abs,0.128780,0.120723,0.135977,0.131250,0.027196,0.150963,0.146962,0.132458,0.109960,0.136759
EW_Ratio,deaths_gini_rel,0.000000,-0.062568,0.055880,0.019178,-0.788816,0.172249,0.141185,0.028558,-0.146139,0.061953
Minority_Ratio,deaths_gini_abs,0.215460,0.205993,0.176567,0.207374,0.227621,0.147560,0.254068,0.204821,0.189275,0.226318
Minority_Ratio,deaths_gini_rel,0.000000,-0.043940,-0.180513,-0.037529,0.056441,-0.315138,0.179186,-0.049378,-0.121533,0.050394
