,,Baseline,No_Vaccination,Age,Income,Occupation,Minority
All,deaths_total_abs,0.000222,0.000228,0.000213,0.000225,0.000221,0.000223
All,deaths_total_rel,0.000000,0.029706,-0.039408,0.014074,-0.002955,0.008365
Elder_Ratio,deaths_gini_abs,0.294257,0.298448,0.260458,0.302210,0.293952,0.302045
Elder_Ratio,deaths_gini_rel,0.000000,0.014243,-0.114862,0.027027,-0.001039,0.026464
Mean_Household_Income,deaths_gini_abs,0.136291,0.126062,0.151889,0.120144,0.138200,0.127027
Mean_Household_Income,deaths_gini_rel,0.000000,-0.075048,0.114450,-0.118476,0.014009,-0.067973
EW_Ratio,deaths_gini_abs,0.131117,0.124095,0.116549,0.126523,0.104205,0.135767
EW_Ratio,deaths_gini_rel,0.000000,-0.053559,-0.111108,-0.035039,-0.205250,0.035463
Minority_Ratio,deaths_gini_abs,0.136505,0.132576,0.162506,0.124768,0.137523,0.113779
Minority_Ratio,deaths_gini_rel,0.000000,-0.028782,0.190477,-0.085984,0.007458,-0.166485
