,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000107,0.000100,0.000093,0.000094,0.000099,0.000100,0.000105,0.000098,0.000086,0.000087
All,deaths_total_rel,0.000000,-0.061576,-0.128173,-0.119371,-0.071756,-0.064825,-0.017683,-0.086210,-0.197802,-0.185869
Elder_Ratio,deaths_gini_abs,0.230873,0.235713,0.153508,0.253928,0.234616,0.217650,0.236906,0.243736,0.162957,0.170334
Elder_Ratio,deaths_gini_rel,0.000000,0.020962,-0.335098,0.099860,0.016212,-0.057276,0.026128,0.055714,-0.294170,-0.262220
Mean_Household_Income,deaths_gini_abs,0.120154,0.114585,0.124951,0.041367,0.115723,0.130594,0.099324,0.059229,0.089103,0.134913
Mean_Household_Income,deaths_gini_rel,0.000000,-0.046353,0.039926,-0.655717,-0.036879,0.086886,-0.173359,-0.507056,-0.258427,0.122831
EW_Ratio,deaths_gini_abs,0.065892,0.065573,0.062677,0.043389,0.022661,0.070102,0.055334,0.050737,0.028578,0.097947
EW_Ratio,deaths_gini_rel,0.000000,-0.004851,-0.048804,-0.341512,-0.656097,0.063889,-0.160233,-0.230009,-0.566287,0.486471
Minority_Ratio,deaths_gini_abs,0.059840,0.056419,0.050416,0.089355,0.043313,0.018726,0.057780,0.076380,0.028352,0.073852
Minority_Ratio,deaths_gini_rel,0.000000,-0.057182,-0.157499,0.493226,-0.276195,-0.687073,-0.034429,0.276387,-0.526206,0.234143
