,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000038,0.000035,0.000034,0.000036,0.000035,0.000038,0.000034,0.000029,0.000031
All,deaths_total_rel,0.000000,-0.078744,-0.152657,-0.167633,-0.119646,-0.139936,-0.086957,-0.167794,-0.292432,-0.252496
Elder_Ratio,deaths_gini_abs,0.289647,0.290661,0.235321,0.287777,0.309286,0.294152,0.282281,0.298247,0.261798,0.255255
Elder_Ratio,deaths_gini_rel,0.000000,0.003502,-0.187559,-0.006455,0.067802,0.015554,-0.025433,0.029691,-0.096149,-0.118738
Mean_Household_Income,deaths_gini_abs,0.266604,0.270722,0.268038,0.185103,0.255278,0.232815,0.271955,0.221855,0.207103,0.229042
Mean_Household_Income,deaths_gini_rel,0.000000,0.015445,0.005379,-0.305699,-0.042483,-0.126739,0.020069,-0.167848,-0.223183,-0.140890
EW_Ratio,deaths_gini_abs,0.086242,0.080224,0.092589,0.069178,0.044710,0.090116,0.112607,0.059802,0.060858,0.057574
EW_Ratio,deaths_gini_rel,0.000000,-0.069787,0.073594,-0.197860,-0.481577,0.044916,0.305709,-0.306575,-0.294341,-0.332411
Minority_Ratio,deaths_gini_abs,0.202691,0.202712,0.209648,0.177557,0.188615,0.138190,0.179962,0.148424,0.128808,0.197826
Minority_Ratio,deaths_gini_rel,0.000000,0.000100,0.034322,-0.124002,-0.069450,-0.318224,-0.112138,-0.267736,-0.364512,-0.024003
