,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000039,0.000037,0.000039,0.000038,0.000040,0.000041,0.000040,0.000034,0.000034
All,deaths_total_rel,0.000000,-0.046026,-0.092385,-0.053252,-0.075486,-0.027015,0.000889,-0.036465,-0.177098,-0.167760
Elder_Ratio,deaths_gini_abs,0.316714,0.322517,0.263401,0.319677,0.326721,0.317689,0.318472,0.315826,0.264413,0.272908
Elder_Ratio,deaths_gini_rel,0.000000,0.018325,-0.168330,0.009356,0.031597,0.003080,0.005552,-0.002804,-0.165134,-0.138313
Mean_Household_Income,deaths_gini_abs,0.074212,0.083646,0.081088,0.040287,0.086672,0.083597,0.072550,0.074721,0.065613,0.095783
Mean_Household_Income,deaths_gini_rel,0.000000,0.127122,0.092647,-0.457144,0.167895,0.126459,-0.022395,0.006854,-0.115875,0.290667
EW_Ratio,deaths_gini_abs,0.130472,0.119110,0.127590,0.119215,0.085158,0.131311,0.121255,0.121403,0.082902,0.110644
EW_Ratio,deaths_gini_rel,0.000000,-0.087085,-0.022092,-0.086280,-0.347309,0.006431,-0.070646,-0.069508,-0.364598,-0.151976
Minority_Ratio,deaths_gini_abs,0.109108,0.106116,0.088013,0.134473,0.089278,0.076979,0.108343,0.114184,0.086469,0.069471
Minority_Ratio,deaths_gini_rel,0.000000,-0.027415,-0.193335,0.232476,-0.181740,-0.294468,-0.007004,0.046531,-0.207491,-0.363279
