,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000147,0.000166,0.000148,0.000142,0.000145,0.000144,0.000141,0.000144,0.000129,0.000125
All,deaths_total_rel,0.000000,0.129321,0.005858,-0.030626,-0.010380,-0.020040,-0.040560,-0.014731,-0.120962,-0.148402
Elder_Ratio,deaths_gini_abs,0.316825,0.313645,0.255839,0.314700,0.321983,0.296799,0.324700,0.307930,0.285492,0.315738
Elder_Ratio,deaths_gini_rel,0.000000,-0.010038,-0.192492,-0.006709,0.016279,-0.063211,0.024855,-0.028077,-0.098897,-0.003433
Mean_Household_Income,deaths_gini_abs,0.059690,0.065102,0.058526,0.019968,0.064434,0.076120,0.070722,0.066116,0.053948,0.059152
Mean_Household_Income,deaths_gini_rel,0.000000,0.090671,-0.019489,-0.665478,0.079482,0.275268,0.184823,0.107666,-0.096196,-0.009011
EW_Ratio,deaths_gini_abs,0.041691,0.038579,0.040702,0.033664,0.006636,0.039581,0.045028,0.044034,0.025525,0.040420
EW_Ratio,deaths_gini_rel,0.000000,-0.074651,-0.023716,-0.192534,-0.840825,-0.050614,0.080036,0.056186,-0.387758,-0.030484
Minority_Ratio,deaths_gini_abs,0.112794,0.112455,0.083941,0.108987,0.115504,0.059959,0.151974,0.100503,0.083919,0.108949
Minority_Ratio,deaths_gini_rel,0.000000,-0.003007,-0.255805,-0.033754,0.024022,-0.468425,0.347357,-0.108965,-0.255999,-0.034086
