,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000038,0.000041,0.000036,0.000038,0.000037,0.000039,0.000039,0.000039,0.000031,0.000031
All,deaths_total_rel,0.000000,0.077891,-0.066507,0.003835,-0.037507,0.026723,0.016297,0.029838,-0.200359,-0.195926
Elder_Ratio,deaths_gini_abs,0.304315,0.316714,0.245695,0.315491,0.332181,0.304658,0.307445,0.312141,0.231008,0.242928
Elder_Ratio,deaths_gini_rel,0.000000,0.040741,-0.192630,0.036722,0.091569,0.001126,0.010285,0.025716,-0.240894,-0.201724
Mean_Household_Income,deaths_gini_abs,0.083105,0.074212,0.072293,0.036762,0.089241,0.093869,0.042718,0.067109,0.066799,0.088827
Mean_Household_Income,deaths_gini_rel,0.000000,-0.107010,-0.130102,-0.557652,0.073828,0.129511,-0.485982,-0.192481,-0.196216,0.068842
EW_Ratio,deaths_gini_abs,0.117462,0.130472,0.114655,0.110652,0.070459,0.124049,0.126667,0.115014,0.064663,0.098489
EW_Ratio,deaths_gini_rel,0.000000,0.110765,-0.023897,-0.057973,-0.400151,0.056082,0.078370,-0.020836,-0.449499,-0.161520
Minority_Ratio,deaths_gini_abs,0.106955,0.109108,0.099185,0.159506,0.106595,0.074990,0.147023,0.124527,0.079637,0.048699
Minority_Ratio,deaths_gini_rel,0.000000,0.020125,-0.072649,0.491334,-0.003368,-0.298861,0.374622,0.164289,-0.255422,-0.544676
