,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000045,0.000048,0.000041,0.000044,0.000044,0.000044,0.000046,0.000046,0.000038,0.000035
All,deaths_total_rel,0.000000,0.067885,-0.106251,-0.021664,-0.035059,-0.027121,0.011493,0.005953,-0.163469,-0.219613
Elder_Ratio,deaths_gini_abs,0.338195,0.341207,0.263500,0.347838,0.365871,0.328972,0.352197,0.340164,0.273464,0.258627
Elder_Ratio,deaths_gini_rel,0.000000,0.008906,-0.220866,0.028512,0.081834,-0.027272,0.041401,0.005821,-0.191403,-0.235274
Mean_Household_Income,deaths_gini_abs,0.135292,0.125455,0.113676,0.082791,0.122550,0.126799,0.142765,0.120593,0.087840,0.086430
Mean_Household_Income,deaths_gini_rel,0.000000,-0.072703,-0.159769,-0.388052,-0.094181,-0.062775,0.055241,-0.108646,-0.350734,-0.361158
EW_Ratio,deaths_gini_abs,0.139054,0.120723,0.124419,0.128304,0.080521,0.136575,0.134615,0.138520,0.093111,0.107907
EW_Ratio,deaths_gini_rel,0.000000,-0.131827,-0.105244,-0.077304,-0.420938,-0.017827,-0.031917,-0.003839,-0.330397,-0.223987
Minority_Ratio,deaths_gini_abs,0.192904,0.205993,0.164051,0.207756,0.206871,0.153575,0.246081,0.209842,0.172746,0.143845
Minority_Ratio,deaths_gini_rel,0.000000,0.067852,-0.149574,0.076991,0.072404,-0.203878,0.275667,0.087803,-0.104495,-0.254318
