,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000039,0.000041,0.000038,0.000036,0.000037,0.000036,0.000039,0.000035,0.000028,0.000031
All,deaths_total_rel,0.000000,0.065180,-0.029846,-0.072384,-0.036364,-0.081475,0.004288,-0.090395,-0.281132,-0.188679
Elder_Ratio,deaths_gini_abs,0.300644,0.289647,0.249180,0.293779,0.308678,0.290171,0.287973,0.293753,0.226483,0.230379
Elder_Ratio,deaths_gini_rel,0.000000,-0.036578,-0.171178,-0.022836,0.026723,-0.034835,-0.042147,-0.022922,-0.246675,-0.233716
Mean_Household_Income,deaths_gini_abs,0.265605,0.266604,0.275573,0.221916,0.261413,0.233452,0.277341,0.240038,0.165092,0.231706
Mean_Household_Income,deaths_gini_rel,0.000000,0.003761,0.037530,-0.164489,-0.015783,-0.121055,0.044184,-0.096262,-0.378432,-0.127629
EW_Ratio,deaths_gini_abs,0.082769,0.086242,0.109091,0.097339,0.046163,0.108241,0.121934,0.078521,0.030655,0.085903
EW_Ratio,deaths_gini_rel,0.000000,0.041966,0.318028,0.176038,-0.442268,0.307757,0.473192,-0.051322,-0.629629,0.037864
Minority_Ratio,deaths_gini_abs,0.209861,0.202691,0.218411,0.182572,0.191078,0.147065,0.184359,0.153384,0.088436,0.223997
Minority_Ratio,deaths_gini_rel,0.000000,-0.034162,0.040742,-0.130034,-0.089502,-0.299226,-0.121519,-0.269114,-0.578599,0.067362
