,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000498,0.000414,0.000442,0.000384,0.000406,0.000371,0.000352,0.000350,0.000335,0.000328
All,deaths_total_rel,0.000000,-0.169918,-0.113902,-0.229903,-0.185690,-0.256424,-0.294242,-0.296887,-0.327377,-0.342293
Elder_Ratio,deaths_gini_abs,0.130730,0.133808,0.052677,0.147228,0.133472,0.144764,0.140024,0.141568,0.123094,0.134042
Elder_Ratio,deaths_gini_rel,0.000000,0.023551,-0.597057,0.126199,0.020979,0.107350,0.071092,0.082905,-0.058408,0.025333
Mean_Household_Income,deaths_gini_abs,0.469877,0.454073,0.463715,0.382315,0.416159,0.411597,0.394437,0.395626,0.408865,0.429657
Mean_Household_Income,deaths_gini_rel,0.000000,-0.033635,-0.013113,-0.186350,-0.114323,-0.124032,-0.160553,-0.158021,-0.129846,-0.085597
EW_Ratio,deaths_gini_abs,0.319482,0.307709,0.307432,0.252283,0.224860,0.266012,0.260165,0.261387,0.273351,0.294650
EW_Ratio,deaths_gini_rel,0.000000,-0.036851,-0.037717,-0.210336,-0.296174,-0.167364,-0.185665,-0.181839,-0.144394,-0.077725
Minority_Ratio,deaths_gini_abs,0.401303,0.395455,0.417141,0.330487,0.347291,0.331131,0.342338,0.344318,0.360534,0.373946
Minority_Ratio,deaths_gini_rel,0.000000,-0.014574,0.039465,-0.176467,-0.134593,-0.174862,-0.146934,-0.142002,-0.101594,-0.068171
