,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000034,0.000041,0.000033,0.000032,0.000035,0.000032,0.000031,0.000031,0.000028,0.000027
All,deaths_total_rel,0.000000,0.223404,-0.009653,-0.052994,0.030733,-0.063042,-0.069543,-0.094760,-0.184200,-0.206068
Elder_Ratio,deaths_gini_abs,0.290094,0.289647,0.212786,0.293244,0.309846,0.289827,0.315554,0.284326,0.277988,0.300423
Elder_Ratio,deaths_gini_rel,0.000000,-0.001540,-0.266492,0.010861,0.068090,-0.000919,0.087765,-0.019881,-0.041730,0.035606
Mean_Household_Income,deaths_gini_abs,0.254684,0.266604,0.249448,0.167080,0.260366,0.231119,0.229606,0.215515,0.224240,0.226441
Mean_Household_Income,deaths_gini_rel,0.000000,0.046803,-0.020560,-0.343972,0.022310,-0.092527,-0.098470,-0.153796,-0.119537,-0.110894
EW_Ratio,deaths_gini_abs,0.095644,0.086242,0.073372,0.047739,0.045499,0.078133,0.083307,0.057178,0.054048,0.061706
EW_Ratio,deaths_gini_rel,0.000000,-0.098297,-0.232865,-0.500863,-0.524289,-0.183078,-0.128981,-0.402173,-0.434906,-0.354838
Minority_Ratio,deaths_gini_abs,0.179468,0.202691,0.187147,0.160972,0.206361,0.093951,0.127743,0.133317,0.143108,0.147835
Minority_Ratio,deaths_gini_rel,0.000000,0.129403,0.042791,-0.103058,0.149851,-0.476503,-0.288213,-0.257151,-0.202600,-0.176261
