,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000498,0.000441,0.000430,0.000357,0.000388,0.000409,0.000379,0.000407,0.000362,0.000358
All,deaths_total_rel,0.000000,-0.115414,-0.137420,-0.283363,-0.222156,-0.180022,-0.240354,-0.183313,-0.274016,-0.281981
Elder_Ratio,deaths_gini_abs,0.130730,0.124904,0.033229,0.154552,0.134229,0.165737,0.163407,0.154012,0.100229,0.096908
Elder_Ratio,deaths_gini_rel,0.000000,-0.044566,-0.745818,0.182223,0.026767,0.267786,0.249958,0.178097,-0.233308,-0.258718
Mean_Household_Income,deaths_gini_abs,0.469877,0.463484,0.465083,0.350018,0.402989,0.419899,0.387038,0.412061,0.402838,0.447336
Mean_Household_Income,deaths_gini_rel,0.000000,-0.013606,-0.010203,-0.255085,-0.142351,-0.106364,-0.176299,-0.123045,-0.142673,-0.047971
EW_Ratio,deaths_gini_abs,0.319482,0.309432,0.305778,0.223227,0.194429,0.278135,0.244824,0.267179,0.253846,0.325773
EW_Ratio,deaths_gini_rel,0.000000,-0.031458,-0.042893,-0.301283,-0.391423,-0.129419,-0.233685,-0.163711,-0.205443,0.019692
Minority_Ratio,deaths_gini_abs,0.401303,0.400493,0.418965,0.295505,0.333045,0.320214,0.314285,0.341045,0.344416,0.405377
Minority_Ratio,deaths_gini_rel,0.000000,-0.002020,0.044010,-0.263638,-0.170092,-0.202064,-0.216840,-0.150156,-0.141756,0.010151
