,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000436,0.000498,0.000424,0.000348,0.000377,0.000388,0.000366,0.000398,0.000354,0.000347
All,deaths_total_rel,0.000000,0.142169,-0.028770,-0.202288,-0.134673,-0.109867,-0.161239,-0.088366,-0.187681,-0.205241
Elder_Ratio,deaths_gini_abs,0.122420,0.130730,0.028211,0.159314,0.136067,0.160077,0.165879,0.153953,0.104768,0.102142
Elder_Ratio,deaths_gini_rel,0.000000,0.067875,-0.769554,0.301371,0.111474,0.307602,0.354991,0.257577,-0.144197,-0.165648
Mean_Household_Income,deaths_gini_abs,0.461597,0.469877,0.463238,0.337103,0.394479,0.404111,0.380655,0.407988,0.403459,0.437754
Mean_Household_Income,deaths_gini_rel,0.000000,0.017937,0.003554,-0.269702,-0.145404,-0.124538,-0.175351,-0.116138,-0.125950,-0.051653
EW_Ratio,deaths_gini_abs,0.309308,0.319482,0.303091,0.221234,0.181228,0.259227,0.246030,0.265545,0.255861,0.314659
EW_Ratio,deaths_gini_rel,0.000000,0.032891,-0.020102,-0.284746,-0.414085,-0.161913,-0.204578,-0.141488,-0.172797,0.017300
Minority_Ratio,deaths_gini_abs,0.400261,0.401303,0.417821,0.290413,0.326410,0.299859,0.310596,0.338900,0.349344,0.393799
Minority_Ratio,deaths_gini_rel,0.000000,0.002605,0.043872,-0.274441,-0.184507,-0.250840,-0.224017,-0.153302,-0.127210,-0.016144
