,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000305,0.000264,0.000244,0.000248,0.000253,0.000259,0.000252,0.000252,0.000203,0.000199
All,deaths_total_rel,0.000000,-0.136547,-0.200635,-0.189143,-0.171173,-0.150535,-0.175295,-0.174531,-0.336181,-0.349707
Elder_Ratio,deaths_gini_abs,0.228453,0.231282,0.117263,0.220871,0.203908,0.243520,0.241291,0.231441,0.137763,0.118895
Elder_Ratio,deaths_gini_rel,0.000000,0.012379,-0.486709,-0.033193,-0.107442,0.065949,0.056194,0.013079,-0.396975,-0.479568
Mean_Household_Income,deaths_gini_abs,0.203322,0.204203,0.184114,0.095493,0.155560,0.147144,0.110842,0.115381,0.057780,0.185129
Mean_Household_Income,deaths_gini_rel,0.000000,0.004335,-0.094468,-0.530335,-0.234905,-0.276301,-0.454845,-0.432522,-0.715818,-0.089480
EW_Ratio,deaths_gini_abs,0.143136,0.147690,0.100537,0.057932,0.042271,0.118116,0.076457,0.086231,0.024157,0.174510
EW_Ratio,deaths_gini_rel,0.000000,0.031811,-0.297616,-0.595269,-0.704678,-0.174803,-0.465846,-0.397561,-0.831231,0.219184
Minority_Ratio,deaths_gini_abs,0.203770,0.209297,0.219133,0.125927,0.165016,0.125822,0.123678,0.120311,0.072714,0.246027
Minority_Ratio,deaths_gini_rel,0.000000,0.027126,0.075393,-0.382012,-0.190183,-0.382527,-0.393049,-0.409573,-0.643158,0.207380
