,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000039,0.000039,0.000040,0.000039,0.000040,0.000040,0.000041,0.000036,0.000036
All,deaths_total_rel,0.000000,-0.046137,-0.059255,-0.033797,-0.063257,-0.019233,-0.020789,-0.010895,-0.120511,-0.126070
Elder_Ratio,deaths_gini_abs,0.316714,0.315207,0.277441,0.312062,0.320146,0.308165,0.310782,0.316427,0.276542,0.282507
Elder_Ratio,deaths_gini_rel,0.000000,-0.004756,-0.124000,-0.014686,0.010839,-0.026992,-0.018727,-0.000904,-0.126840,-0.108005
Mean_Household_Income,deaths_gini_abs,0.074212,0.086071,0.080800,0.047547,0.090941,0.080639,0.059050,0.085875,0.064392,0.087829
Mean_Household_Income,deaths_gini_rel,0.000000,0.159786,0.088768,-0.359310,0.225416,0.086594,-0.204314,0.157155,-0.132329,0.183477
EW_Ratio,deaths_gini_abs,0.130472,0.128207,0.116628,0.125148,0.096397,0.129161,0.129818,0.122242,0.099005,0.107910
EW_Ratio,deaths_gini_rel,0.000000,-0.017363,-0.106112,-0.040806,-0.261168,-0.010048,-0.005011,-0.063080,-0.241178,-0.172931
Minority_Ratio,deaths_gini_abs,0.109108,0.104130,0.085782,0.133975,0.096944,0.092880,0.124867,0.104029,0.096715,0.080989
Minority_Ratio,deaths_gini_rel,0.000000,-0.045624,-0.213786,0.227917,-0.111484,-0.148734,0.144435,-0.046550,-0.113577,-0.257712
