,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000091,0.000086,0.000080,0.000085,0.000083,0.000085,0.000084,0.000086,0.000076,0.000075
All,deaths_total_rel,0.000000,-0.056145,-0.115353,-0.064210,-0.080645,-0.060586,-0.069773,-0.055686,-0.167670,-0.169559
Elder_Ratio,deaths_gini_abs,0.228021,0.229370,0.157024,0.231897,0.239382,0.210622,0.231478,0.230567,0.172697,0.176415
Elder_Ratio,deaths_gini_rel,0.000000,0.005919,-0.311360,0.017001,0.049827,-0.076302,0.015163,0.011167,-0.242626,-0.226322
Mean_Household_Income,deaths_gini_abs,0.030010,0.028954,0.024517,0.012917,0.040237,0.038269,0.058074,0.036168,0.011094,0.030735
Mean_Household_Income,deaths_gini_rel,0.000000,-0.035205,-0.183054,-0.569581,0.340769,0.275201,0.935145,0.205182,-0.630322,0.024142
EW_Ratio,deaths_gini_abs,0.093401,0.089808,0.104223,0.086576,0.050796,0.093273,0.100131,0.089356,0.066019,0.094546
EW_Ratio,deaths_gini_rel,0.000000,-0.038469,0.115864,-0.073072,-0.456149,-0.001372,0.072057,-0.043307,-0.293169,0.012258
Minority_Ratio,deaths_gini_abs,0.077111,0.073974,0.052381,0.095005,0.079289,0.048822,0.117865,0.077976,0.046451,0.036011
Minority_Ratio,deaths_gini_rel,0.000000,-0.040681,-0.320713,0.232055,0.028243,-0.366861,0.528511,0.011218,-0.397603,-0.533003
