,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000048,0.000046,0.000044,0.000046,0.000045,0.000046,0.000047,0.000047,0.000042,0.000041
All,deaths_total_rel,0.000000,-0.043051,-0.091521,-0.057840,-0.062563,-0.051723,-0.029036,-0.031049,-0.133875,-0.149206
Elder_Ratio,deaths_gini_abs,0.341207,0.341845,0.294018,0.335975,0.356867,0.335220,0.341480,0.343399,0.307495,0.295513
Elder_Ratio,deaths_gini_rel,0.000000,0.001868,-0.138300,-0.015334,0.045894,-0.017546,0.000798,0.006424,-0.098804,-0.133919
Mean_Household_Income,deaths_gini_abs,0.125455,0.127507,0.121569,0.094783,0.130190,0.126855,0.139601,0.119960,0.104075,0.107404
Mean_Household_Income,deaths_gini_rel,0.000000,0.016356,-0.030980,-0.244487,0.037738,0.011157,0.112754,-0.043806,-0.170422,-0.143890
EW_Ratio,deaths_gini_abs,0.120723,0.131940,0.128244,0.122406,0.092588,0.129847,0.135975,0.128872,0.110688,0.115911
EW_Ratio,deaths_gini_rel,0.000000,0.092915,0.062300,0.013947,-0.233056,0.075580,0.126343,0.067506,-0.083122,-0.039854
Minority_Ratio,deaths_gini_abs,0.205993,0.203152,0.190557,0.196428,0.216235,0.185490,0.225500,0.208169,0.192461,0.174970
Minority_Ratio,deaths_gini_rel,0.000000,-0.013793,-0.074933,-0.046435,0.049721,-0.099532,0.094701,0.010562,-0.065690,-0.150604
