,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000156,0.000166,0.000146,0.000152,0.000154,0.000157,0.000151,0.000157,0.000141,0.000137
All,deaths_total_rel,0.000000,0.064725,-0.058265,-0.021316,-0.010271,0.007590,-0.026581,0.011659,-0.093243,-0.121827
Elder_Ratio,deaths_gini_abs,0.318155,0.313645,0.254001,0.306808,0.313957,0.298876,0.315315,0.312261,0.277865,0.289840
Elder_Ratio,deaths_gini_rel,0.000000,-0.014176,-0.201646,-0.035665,-0.013198,-0.060599,-0.008928,-0.018526,-0.126637,-0.088999
Mean_Household_Income,deaths_gini_abs,0.064230,0.065102,0.065222,0.028209,0.062987,0.078411,0.054368,0.073087,0.039211,0.058570
Mean_Household_Income,deaths_gini_rel,0.000000,0.013570,0.015446,-0.560814,-0.019359,0.220777,-0.153548,0.137894,-0.389522,-0.088131
EW_Ratio,deaths_gini_abs,0.037349,0.038579,0.042470,0.033898,0.017138,0.041162,0.040223,0.040273,0.011152,0.041784
EW_Ratio,deaths_gini_rel,0.000000,0.032942,0.137127,-0.092391,-0.541126,0.102102,0.076959,0.078296,-0.701402,0.118759
Minority_Ratio,deaths_gini_abs,0.113775,0.112455,0.081272,0.105050,0.111396,0.078134,0.120688,0.112165,0.075973,0.094513
Minority_Ratio,deaths_gini_rel,0.000000,-0.011601,-0.285675,-0.076681,-0.020908,-0.313257,0.060764,-0.014150,-0.332247,-0.169300
