,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000305,0.000284,0.000270,0.000274,0.000276,0.000282,0.000273,0.000276,0.000246,0.000245
All,deaths_total_rel,0.000000,-0.069662,-0.115866,-0.104557,-0.097800,-0.075881,-0.106558,-0.096562,-0.196083,-0.196793
Elder_Ratio,deaths_gini_abs,0.228453,0.226606,0.158213,0.222462,0.219135,0.238287,0.235904,0.230177,0.174964,0.166365
Elder_Ratio,deaths_gini_rel,0.000000,-0.008088,-0.307459,-0.026224,-0.040788,0.043043,0.032612,0.007543,-0.234136,-0.271778
Mean_Household_Income,deaths_gini_abs,0.203322,0.201894,0.192079,0.140256,0.176758,0.169293,0.148341,0.158310,0.116955,0.196909
Mean_Household_Income,deaths_gini_rel,0.000000,-0.007023,-0.055296,-0.310179,-0.130649,-0.167364,-0.270415,-0.221381,-0.424778,-0.031538
EW_Ratio,deaths_gini_abs,0.143136,0.143797,0.110289,0.090028,0.085813,0.126653,0.106943,0.113608,0.052842,0.175930
EW_Ratio,deaths_gini_rel,0.000000,0.004615,-0.229486,-0.371033,-0.400483,-0.115157,-0.252861,-0.206296,-0.630830,0.229107
Minority_Ratio,deaths_gini_abs,0.203770,0.206065,0.215240,0.148982,0.180994,0.158237,0.153780,0.163468,0.124277,0.243377
Minority_Ratio,deaths_gini_rel,0.000000,0.011266,0.056291,-0.268868,-0.111772,-0.223451,-0.245326,-0.197780,-0.390109,0.194371
