,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000166,0.000154,0.000142,0.000149,0.000153,0.000156,0.000149,0.000157,0.000139,0.000133
All,deaths_total_rel,0.000000,-0.069193,-0.143815,-0.098222,-0.077019,-0.060456,-0.101013,-0.053934,-0.161409,-0.196839
Elder_Ratio,deaths_gini_abs,0.313645,0.313612,0.242341,0.306038,0.315029,0.296260,0.316939,0.309130,0.281395,0.295762
Elder_Ratio,deaths_gini_rel,0.000000,-0.000107,-0.227340,-0.024253,0.004412,-0.055429,0.010502,-0.014397,-0.102824,-0.057017
Mean_Household_Income,deaths_gini_abs,0.065102,0.065064,0.055846,0.022531,0.058952,0.074171,0.065850,0.072181,0.041887,0.058107
Mean_Household_Income,deaths_gini_rel,0.000000,-0.000584,-0.142170,-0.653911,-0.094465,0.139309,0.011489,0.108746,-0.356593,-0.107450
EW_Ratio,deaths_gini_abs,0.038579,0.037473,0.042818,0.033011,0.014069,0.038846,0.042452,0.041269,0.012216,0.046010
EW_Ratio,deaths_gini_rel,0.000000,-0.028659,0.109877,-0.144334,-0.635320,0.006924,0.100383,0.069725,-0.683348,0.192614
Minority_Ratio,deaths_gini_abs,0.112455,0.113995,0.077161,0.104214,0.113377,0.073064,0.132377,0.106424,0.083548,0.095356
Minority_Ratio,deaths_gini_rel,0.000000,0.013698,-0.313849,-0.073279,0.008199,-0.350283,0.177159,-0.053633,-0.257053,-0.152048
