,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000104,0.000107,0.000098,0.000100,0.000102,0.000103,0.000105,0.000101,0.000092,0.000095
All,deaths_total_rel,0.000000,0.025091,-0.055773,-0.035264,-0.016572,-0.007610,0.007146,-0.028240,-0.120872,-0.085143
Elder_Ratio,deaths_gini_abs,0.226802,0.230873,0.191120,0.242746,0.229527,0.218614,0.229495,0.234619,0.182885,0.195899
Elder_Ratio,deaths_gini_rel,0.000000,0.017954,-0.157324,0.070303,0.012018,-0.036101,0.011877,0.034469,-0.193634,-0.136255
Mean_Household_Income,deaths_gini_abs,0.114926,0.120154,0.124726,0.074263,0.120995,0.138094,0.111153,0.083423,0.091532,0.120290
Mean_Household_Income,deaths_gini_rel,0.000000,0.045495,0.085272,-0.353815,0.052808,0.201598,-0.032824,-0.274114,-0.203558,0.046680
EW_Ratio,deaths_gini_abs,0.067604,0.065892,0.066472,0.045447,0.039794,0.070759,0.065023,0.047907,0.026630,0.090525
EW_Ratio,deaths_gini_rel,0.000000,-0.025322,-0.016749,-0.327749,-0.411365,0.046657,-0.038179,-0.291356,-0.606084,0.339037
Minority_Ratio,deaths_gini_abs,0.054439,0.059840,0.046545,0.059008,0.048433,0.035259,0.060336,0.062474,0.033891,0.059797
Minority_Ratio,deaths_gini_rel,0.000000,0.099230,-0.145002,0.083945,-0.110327,-0.352322,0.108331,0.147611,-0.377447,0.098436
