,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000091,0.000087,0.000082,0.000087,0.000087,0.000086,0.000086,0.000087,0.000080,0.000080
All,deaths_total_rel,0.000000,-0.039761,-0.094426,-0.041139,-0.046550,-0.048387,-0.055380,-0.045376,-0.115659,-0.117803
Elder_Ratio,deaths_gini_abs,0.228021,0.233132,0.172690,0.232200,0.241934,0.215395,0.228279,0.220567,0.194694,0.191044
Elder_Ratio,deaths_gini_rel,0.000000,0.022415,-0.242658,0.018330,0.061017,-0.055371,0.001135,-0.032687,-0.146157,-0.162162
Mean_Household_Income,deaths_gini_abs,0.030010,0.027768,0.028884,0.015555,0.039733,0.036901,0.043932,0.039341,0.014355,0.028328
Mean_Household_Income,deaths_gini_rel,0.000000,-0.074698,-0.037511,-0.481666,0.323997,0.229632,0.463924,0.310911,-0.521648,-0.056057
EW_Ratio,deaths_gini_abs,0.093401,0.091019,0.090826,0.085853,0.059376,0.088820,0.095263,0.096791,0.072682,0.094552
EW_Ratio,deaths_gini_rel,0.000000,-0.025506,-0.027564,-0.080814,-0.364284,-0.049045,0.019938,0.036298,-0.221824,0.012328
Minority_Ratio,deaths_gini_abs,0.077111,0.075624,0.062860,0.093299,0.074130,0.058379,0.107157,0.071346,0.054198,0.054197
Minority_Ratio,deaths_gini_rel,0.000000,-0.019284,-0.184807,0.209930,-0.038664,-0.242926,0.389648,-0.074758,-0.297147,-0.297159
