,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000457,0.000498,0.000445,0.000372,0.000425,0.000435,0.000401,0.000415,0.000337,0.000373
All,deaths_total_rel,0.000000,0.090483,-0.025917,-0.186952,-0.068893,-0.048365,-0.122278,-0.091535,-0.263186,-0.184599
Elder_Ratio,deaths_gini_abs,0.119630,0.130730,0.050804,0.156234,0.145017,0.167571,0.173431,0.158816,0.086966,0.046437
Elder_Ratio,deaths_gini_rel,0.000000,0.092784,-0.575324,0.305977,0.212217,0.400742,0.449726,0.327560,-0.273042,-0.611828
Mean_Household_Income,deaths_gini_abs,0.461755,0.469877,0.470943,0.367177,0.435542,0.438486,0.400470,0.412017,0.362443,0.465723
Mean_Household_Income,deaths_gini_rel,0.000000,0.017590,0.019898,-0.204823,-0.056768,-0.050392,-0.132720,-0.107714,-0.215075,0.008593
EW_Ratio,deaths_gini_abs,0.311942,0.319482,0.304013,0.209084,0.251480,0.305094,0.251636,0.261962,0.203522,0.363555
EW_Ratio,deaths_gini_rel,0.000000,0.024170,-0.025418,-0.329735,-0.193826,-0.021954,-0.193324,-0.160224,-0.347564,0.165456
Minority_Ratio,deaths_gini_abs,0.405270,0.401303,0.415727,0.291145,0.376703,0.348580,0.315021,0.332336,0.297114,0.465009
Minority_Ratio,deaths_gini_rel,0.000000,-0.009788,0.025802,-0.281602,-0.070488,-0.139883,-0.222688,-0.179963,-0.266875,0.147406
