,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000048,0.000047,0.000046,0.000048,0.000047,0.000047,0.000048,0.000048,0.000044,0.000044
All,deaths_total_rel,0.000000,-0.021525,-0.057453,-0.014789,-0.029733,-0.026326,-0.017576,-0.003717,-0.091444,-0.100348
Elder_Ratio,deaths_gini_abs,0.341207,0.342679,0.316028,0.348182,0.354535,0.335476,0.342655,0.343552,0.312415,0.306275
Elder_Ratio,deaths_gini_rel,0.000000,0.004312,-0.073796,0.020440,0.039060,-0.016796,0.004243,0.006871,-0.084385,-0.102379
Mean_Household_Income,deaths_gini_abs,0.125455,0.119940,0.107322,0.117393,0.129261,0.116762,0.127058,0.122944,0.092576,0.096249
Mean_Household_Income,deaths_gini_rel,0.000000,-0.043960,-0.144539,-0.064262,0.030334,-0.069294,0.012775,-0.020020,-0.262078,-0.232806
EW_Ratio,deaths_gini_abs,0.120723,0.130018,0.126622,0.131708,0.107587,0.127624,0.128243,0.128668,0.097557,0.118529
EW_Ratio,deaths_gini_rel,0.000000,0.076999,0.048868,0.090997,-0.108810,0.057166,0.062292,0.065818,-0.191895,-0.018171
Minority_Ratio,deaths_gini_abs,0.205993,0.204287,0.188383,0.206470,0.212253,0.183139,0.211743,0.207871,0.196900,0.180261
Minority_Ratio,deaths_gini_rel,0.000000,-0.008279,-0.085487,0.002317,0.030392,-0.110944,0.027916,0.009120,-0.044144,-0.124915
