,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000264,0.000305,0.000244,0.000248,0.000253,0.000259,0.000252,0.000252,0.000203,0.000199
All,deaths_total_rel,0.000000,0.158141,-0.074223,-0.060913,-0.040102,-0.016200,-0.044875,-0.043990,-0.231204,-0.246869
Elder_Ratio,deaths_gini_abs,0.231282,0.228453,0.117263,0.220871,0.203908,0.243520,0.241291,0.231441,0.137763,0.118895
Elder_Ratio,deaths_gini_rel,0.000000,-0.012228,-0.492985,-0.045015,-0.118356,0.052915,0.043279,0.000691,-0.404349,-0.485932
Mean_Household_Income,deaths_gini_abs,0.204203,0.203322,0.184114,0.095493,0.155560,0.147144,0.110842,0.115381,0.057780,0.185129
Mean_Household_Income,deaths_gini_rel,0.000000,-0.004316,-0.098377,-0.532362,-0.238208,-0.279424,-0.457198,-0.434971,-0.717045,-0.093410
EW_Ratio,deaths_gini_abs,0.147690,0.143136,0.100537,0.057932,0.042271,0.118116,0.076457,0.086231,0.024157,0.174510
EW_Ratio,deaths_gini_rel,0.000000,-0.030830,-0.319270,-0.607747,-0.713783,-0.200244,-0.482314,-0.416135,-0.836434,0.181597
Minority_Ratio,deaths_gini_abs,0.209297,0.203770,0.219133,0.125927,0.165016,0.125822,0.123678,0.120311,0.072714,0.246027
Minority_Ratio,deaths_gini_rel,0.000000,-0.026409,0.046993,-0.398333,-0.211569,-0.398834,-0.409078,-0.425165,-0.652582,0.175494
