,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000048,0.000045,0.000040,0.000044,0.000043,0.000044,0.000045,0.000045,0.000037,0.000034
All,deaths_total_rel,0.000000,-0.070925,-0.171661,-0.083624,-0.111963,-0.096012,-0.060008,-0.073945,-0.240418,-0.291599
Elder_Ratio,deaths_gini_abs,0.341207,0.341791,0.250198,0.343160,0.364260,0.326778,0.348770,0.343765,0.262512,0.248402
Elder_Ratio,deaths_gini_rel,0.000000,0.001710,-0.266728,0.005722,0.067563,-0.042290,0.022165,0.007495,-0.230637,-0.271991
Mean_Household_Income,deaths_gini_abs,0.125455,0.137561,0.114225,0.082099,0.124584,0.134867,0.144174,0.120996,0.070490,0.075968
Mean_Household_Income,deaths_gini_rel,0.000000,0.096497,-0.089516,-0.345593,-0.006943,0.075020,0.149206,-0.035547,-0.438127,-0.394466
EW_Ratio,deaths_gini_abs,0.120723,0.135236,0.126188,0.131341,0.072920,0.132074,0.138338,0.133384,0.078798,0.111579
EW_Ratio,deaths_gini_rel,0.000000,0.120223,0.045274,0.087959,-0.395973,0.094026,0.145917,0.104878,-0.347282,-0.075743
Minority_Ratio,deaths_gini_abs,0.205993,0.193731,0.153027,0.201163,0.213928,0.143560,0.246615,0.223987,0.179593,0.125805
Minority_Ratio,deaths_gini_rel,0.000000,-0.059527,-0.257123,-0.023448,0.038522,-0.303084,0.197202,0.087355,-0.128160,-0.389275
