,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000048,0.000045,0.000040,0.000044,0.000043,0.000044,0.000045,0.000045,0.000039,0.000037
All,deaths_total_rel,0.000000,-0.060240,-0.167402,-0.096709,-0.111963,-0.085559,-0.067054,-0.067828,-0.201626,-0.236392
Elder_Ratio,deaths_gini_abs,0.341207,0.341204,0.267423,0.334741,0.349370,0.327773,0.339475,0.347127,0.288352,0.286279
Elder_Ratio,deaths_gini_rel,0.000000,-0.000011,-0.216244,-0.018951,0.023924,-0.039373,-0.005076,0.017348,-0.154907,-0.160982
Mean_Household_Income,deaths_gini_abs,0.125455,0.118096,0.116387,0.074834,0.114531,0.126223,0.138513,0.121933,0.090610,0.089513
Mean_Household_Income,deaths_gini_rel,0.000000,-0.058661,-0.072287,-0.403503,-0.087079,0.006119,0.104082,-0.028073,-0.277753,-0.286498
EW_Ratio,deaths_gini_abs,0.120723,0.126301,0.132763,0.122558,0.072612,0.134790,0.125992,0.142209,0.093056,0.119268
EW_Ratio,deaths_gini_rel,0.000000,0.046207,0.099735,0.015206,-0.398522,0.116524,0.043645,0.177978,-0.229172,-0.012048
Minority_Ratio,deaths_gini_abs,0.205993,0.211357,0.181002,0.201262,0.212084,0.156586,0.235259,0.209457,0.191872,0.168506
Minority_Ratio,deaths_gini_rel,0.000000,0.026041,-0.121321,-0.022967,0.029570,-0.239850,0.142074,0.016818,-0.068550,-0.181981
