,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000038,0.000034,0.000037,0.000036,0.000038,0.000037,0.000039,0.000032,0.000031
All,deaths_total_rel,0.000000,-0.083157,-0.186548,-0.106281,-0.127960,-0.070039,-0.092718,-0.057032,-0.215453,-0.251251
Elder_Ratio,deaths_gini_abs,0.316714,0.311163,0.228937,0.316413,0.325170,0.310124,0.311891,0.314370,0.263004,0.285480
Elder_Ratio,deaths_gini_rel,0.000000,-0.017526,-0.277148,-0.000949,0.026702,-0.020807,-0.015225,-0.007399,-0.169583,-0.098616
Mean_Household_Income,deaths_gini_abs,0.074212,0.076880,0.071967,0.033003,0.083654,0.093603,0.046636,0.066655,0.061701,0.072358
Mean_Household_Income,deaths_gini_rel,0.000000,0.035949,-0.030261,-0.555285,0.127219,0.261287,-0.371591,-0.101834,-0.168584,-0.024994
EW_Ratio,deaths_gini_abs,0.130472,0.120279,0.113602,0.113838,0.061248,0.122322,0.124888,0.120697,0.077406,0.106412
EW_Ratio,deaths_gini_rel,0.000000,-0.078128,-0.129304,-0.127491,-0.530570,-0.062470,-0.042802,-0.074922,-0.406725,-0.184410
Minority_Ratio,deaths_gini_abs,0.109108,0.117990,0.095974,0.158934,0.107002,0.058168,0.168589,0.107262,0.088361,0.109488
Minority_Ratio,deaths_gini_rel,0.000000,0.081406,-0.120373,0.456667,-0.019301,-0.466872,0.545166,-0.016916,-0.190151,0.003483
