,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000166,0.000158,0.000152,0.000155,0.000155,0.000158,0.000154,0.000158,0.000140,0.000140
All,deaths_total_rel,0.000000,-0.044288,-0.082843,-0.066220,-0.065037,-0.045137,-0.068889,-0.045926,-0.152187,-0.153218
Elder_Ratio,deaths_gini_abs,0.313645,0.320725,0.271327,0.310956,0.313521,0.300119,0.316150,0.315330,0.267224,0.282230
Elder_Ratio,deaths_gini_rel,0.000000,0.022572,-0.134923,-0.008573,-0.000398,-0.043126,0.007985,0.005372,-0.148005,-0.100161
Mean_Household_Income,deaths_gini_abs,0.065102,0.064754,0.075674,0.033503,0.058030,0.080280,0.056452,0.071683,0.032649,0.059877
Mean_Household_Income,deaths_gini_rel,0.000000,-0.005339,0.162391,-0.485369,-0.108620,0.233145,-0.132865,0.101085,-0.498500,-0.080259
EW_Ratio,deaths_gini_abs,0.038579,0.036148,0.045931,0.036122,0.019167,0.034951,0.046528,0.041910,0.024388,0.046234
EW_Ratio,deaths_gini_rel,0.000000,-0.063005,0.190563,-0.063679,-0.503166,-0.094035,0.206039,0.086352,-0.367853,0.198435
Minority_Ratio,deaths_gini_abs,0.112455,0.115340,0.084394,0.107331,0.113589,0.084688,0.119122,0.115770,0.076773,0.096583
Minority_Ratio,deaths_gini_rel,0.000000,0.025657,-0.249530,-0.045566,0.010087,-0.246920,0.059289,0.029479,-0.317297,-0.141142
