,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000452,0.000498,0.000440,0.000378,0.000412,0.000428,0.000404,0.000416,0.000369,0.000375
All,deaths_total_rel,0.000000,0.102535,-0.025579,-0.163155,-0.088698,-0.051914,-0.106438,-0.079565,-0.184589,-0.171060
Elder_Ratio,deaths_gini_abs,0.123538,0.130730,0.046064,0.157397,0.137424,0.155603,0.156804,0.150748,0.095343,0.089890
Elder_Ratio,deaths_gini_rel,0.000000,0.058216,-0.627128,0.274077,0.112407,0.259557,0.269277,0.220255,-0.228229,-0.272370
Mean_Household_Income,deaths_gini_abs,0.464366,0.469877,0.466502,0.369276,0.425138,0.434496,0.406585,0.418404,0.407045,0.456491
Mean_Household_Income,deaths_gini_rel,0.000000,0.011866,0.004599,-0.204776,-0.084477,-0.064326,-0.124430,-0.098978,-0.123441,-0.016961
EW_Ratio,deaths_gini_abs,0.310637,0.319482,0.307830,0.226157,0.231397,0.293303,0.263466,0.272179,0.250921,0.337836
EW_Ratio,deaths_gini_rel,0.000000,0.028474,-0.009035,-0.271956,-0.255087,-0.055800,-0.151851,-0.123803,-0.192235,0.087561
Minority_Ratio,deaths_gini_abs,0.403708,0.401303,0.416441,0.298683,0.358869,0.341428,0.332369,0.344741,0.346147,0.418413
Minority_Ratio,deaths_gini_rel,0.000000,-0.005957,0.031539,-0.260151,-0.111069,-0.154270,-0.176711,-0.146064,-0.142580,0.036424
