,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000107,0.000100,0.000092,0.000093,0.000098,0.000099,0.000095,0.000096,0.000082,0.000085
All,deaths_total_rel,0.000000,-0.065908,-0.139456,-0.130851,-0.080342,-0.068035,-0.111435,-0.099344,-0.227891,-0.201623
Elder_Ratio,deaths_gini_abs,0.230873,0.238556,0.138950,0.255558,0.233296,0.221868,0.247848,0.240821,0.155510,0.163649
Elder_Ratio,deaths_gini_rel,0.000000,0.033278,-0.398154,0.106918,0.010492,-0.039006,0.073523,0.043088,-0.326426,-0.291175
Mean_Household_Income,deaths_gini_abs,0.120154,0.111531,0.130092,0.032890,0.115999,0.131559,0.045725,0.059552,0.085086,0.140620
Mean_Household_Income,deaths_gini_rel,0.000000,-0.071768,0.082709,-0.726272,-0.034583,0.094914,-0.619448,-0.504371,-0.291858,0.170327
EW_Ratio,deaths_gini_abs,0.065892,0.061100,0.061559,0.041758,0.016689,0.069693,0.050486,0.047124,0.026349,0.106000
EW_Ratio,deaths_gini_rel,0.000000,-0.072732,-0.065760,-0.366266,-0.746721,0.057677,-0.233819,-0.284842,-0.600126,0.608683
Minority_Ratio,deaths_gini_abs,0.059840,0.061303,0.053816,0.098298,0.044219,0.014368,0.090991,0.074255,0.035117,0.079568
Minority_Ratio,deaths_gini_rel,0.000000,0.024439,-0.100679,0.642666,-0.261052,-0.759901,0.520566,0.240890,-0.413159,0.329668
