,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000166,0.000147,0.000148,0.000142,0.000145,0.000144,0.000141,0.000144,0.000129,0.000125
All,deaths_total_rel,0.000000,-0.114512,-0.109325,-0.141631,-0.123703,-0.132257,-0.150428,-0.127556,-0.221622,-0.245920
Elder_Ratio,deaths_gini_abs,0.313645,0.316825,0.255839,0.314700,0.321983,0.296799,0.324700,0.307930,0.285492,0.315738
Elder_Ratio,deaths_gini_rel,0.000000,0.010140,-0.184304,0.003362,0.026584,-0.053713,0.035247,-0.018223,-0.089760,0.006672
Mean_Household_Income,deaths_gini_abs,0.065102,0.059690,0.058526,0.019968,0.064434,0.076120,0.070722,0.066116,0.053948,0.059152
Mean_Household_Income,deaths_gini_rel,0.000000,-0.083133,-0.101002,-0.693287,-0.010258,0.169251,0.086325,0.015582,-0.171332,-0.091395
EW_Ratio,deaths_gini_abs,0.038579,0.041691,0.040702,0.033664,0.006636,0.039581,0.045028,0.044034,0.025525,0.040420
EW_Ratio,deaths_gini_rel,0.000000,0.080674,0.055044,-0.127393,-0.827984,0.025977,0.167166,0.141392,-0.338366,0.047731
Minority_Ratio,deaths_gini_abs,0.112455,0.112794,0.083941,0.108987,0.115504,0.059959,0.151974,0.100503,0.083919,0.108949
Minority_Ratio,deaths_gini_rel,0.000000,0.003016,-0.253561,-0.030840,0.027111,-0.466821,0.351421,-0.106278,-0.253755,-0.031172
