,,Baseline,No_Vaccination,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000275,0.000305,0.000259,0.000264,0.000269,0.000274,0.000298,0.000270,0.000223,0.000225
All,deaths_total_rel,0.000000,0.109990,-0.057736,-0.039116,-0.022072,-0.005542,0.082866,-0.019420,-0.189595,-0.182930
Elder_Ratio,deaths_gini_abs,0.228185,0.228453,0.139551,0.220221,0.214070,0.238386,0.232650,0.234685,0.146738,0.143457
Elder_Ratio,deaths_gini_rel,0.000000,0.001175,-0.388432,-0.034902,-0.061858,0.044702,0.019567,0.028485,-0.356936,-0.371314
Mean_Household_Income,deaths_gini_abs,0.201344,0.203322,0.186822,0.123852,0.172458,0.165524,0.190880,0.145396,0.077250,0.196340
Mean_Household_Income,deaths_gini_rel,0.000000,0.009821,-0.072127,-0.384876,-0.143470,-0.177905,-0.051974,-0.277874,-0.616331,-0.024856
EW_Ratio,deaths_gini_abs,0.145884,0.143136,0.104230,0.078317,0.070555,0.125315,0.136477,0.105800,0.019104,0.196002
EW_Ratio,deaths_gini_rel,0.000000,-0.018831,-0.285528,-0.463156,-0.516364,-0.140996,-0.064480,-0.274764,-0.869047,0.343550
Minority_Ratio,deaths_gini_abs,0.204076,0.203770,0.214587,0.144203,0.179393,0.145376,0.190500,0.148585,0.093420,0.263807
Minority_Ratio,deaths_gini_rel,0.000000,-0.001499,0.051507,-0.293382,-0.120950,-0.287635,-0.066521,-0.271912,-0.542229,0.292692
