,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000498,0.000452,0.000440,0.000378,0.000412,0.000428,0.000404,0.000416,0.000369,0.000375
All,deaths_total_rel,0.000000,-0.092999,-0.116199,-0.240981,-0.173449,-0.140086,-0.189539,-0.165165,-0.260422,-0.248150
Elder_Ratio,deaths_gini_abs,0.130730,0.123538,0.046064,0.157397,0.137424,0.155603,0.156804,0.150748,0.095343,0.089890
Elder_Ratio,deaths_gini_rel,0.000000,-0.055014,-0.647641,0.203985,0.051209,0.190264,0.199450,0.153124,-0.270687,-0.312399
Mean_Household_Income,deaths_gini_abs,0.469877,0.464366,0.466502,0.369276,0.425138,0.434496,0.406585,0.418404,0.407045,0.456491
Mean_Household_Income,deaths_gini_rel,0.000000,-0.011727,-0.007183,-0.214101,-0.095214,-0.075299,-0.134698,-0.109545,-0.133721,-0.028489
EW_Ratio,deaths_gini_abs,0.319482,0.310637,0.307830,0.226157,0.231397,0.293303,0.263466,0.272179,0.250921,0.337836
EW_Ratio,deaths_gini_rel,0.000000,-0.027686,-0.036471,-0.292112,-0.275710,-0.081940,-0.175333,-0.148061,-0.214598,0.057451
Minority_Ratio,deaths_gini_abs,0.401303,0.403708,0.416441,0.298683,0.358869,0.341428,0.332369,0.344741,0.346147,0.418413
Minority_Ratio,deaths_gini_rel,0.000000,0.005993,0.037721,-0.255718,-0.105742,-0.149202,-0.171777,-0.140946,-0.137442,0.042635
