,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000091,0.000079,0.000073,0.000079,0.000076,0.000078,0.000079,0.000081,0.000065,0.000065
All,deaths_total_rel,0.000000,-0.134494,-0.197172,-0.132707,-0.164608,-0.138118,-0.124745,-0.113516,-0.279502,-0.283585
Elder_Ratio,deaths_gini_abs,0.228021,0.231508,0.104900,0.221915,0.250277,0.190325,0.234254,0.215915,0.144523,0.153855
Elder_Ratio,deaths_gini_rel,0.000000,0.015293,-0.539954,-0.026775,0.097605,-0.165319,0.027335,-0.053089,-0.366183,-0.325256
Mean_Household_Income,deaths_gini_abs,0.030010,0.029616,0.025181,0.011375,0.046730,0.046796,0.094781,0.043938,0.013145,0.028267
Mean_Household_Income,deaths_gini_rel,0.000000,-0.013140,-0.160914,-0.620963,0.557136,0.559330,2.158296,0.464114,-0.561977,-0.058086
EW_Ratio,deaths_gini_abs,0.093401,0.087180,0.094892,0.100303,0.026563,0.110244,0.114525,0.099874,0.071413,0.079881
EW_Ratio,deaths_gini_rel,0.000000,-0.066607,0.015968,0.073900,-0.715601,0.180332,0.226161,0.069303,-0.235416,-0.144752
Minority_Ratio,deaths_gini_abs,0.077111,0.072948,0.037815,0.089113,0.093925,0.032577,0.143421,0.058070,0.038384,0.040302
Minority_Ratio,deaths_gini_rel,0.000000,-0.053992,-0.509601,0.155648,0.218043,-0.577526,0.859923,-0.246934,-0.502225,-0.477353
