,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000041,0.000040,0.000039,0.000038,0.000038,0.000039,0.000040,0.000039,0.000035,0.000035
All,deaths_total_rel,0.000000,-0.025926,-0.050725,-0.072464,-0.072303,-0.057005,-0.038003,-0.061353,-0.148953,-0.159420
Elder_Ratio,deaths_gini_abs,0.289647,0.295073,0.258886,0.295282,0.309907,0.302652,0.290015,0.299872,0.267601,0.259754
Elder_Ratio,deaths_gini_rel,0.000000,0.018732,-0.106201,0.019456,0.069946,0.044901,0.001271,0.035303,-0.076112,-0.103205
Mean_Household_Income,deaths_gini_abs,0.266604,0.279084,0.265245,0.239344,0.256391,0.258365,0.273299,0.258676,0.219290,0.252712
Mean_Household_Income,deaths_gini_rel,0.000000,0.046812,-0.005098,-0.102248,-0.038306,-0.030903,0.025113,-0.029737,-0.177468,-0.052107
EW_Ratio,deaths_gini_abs,0.086242,0.095372,0.102654,0.092660,0.046390,0.085839,0.103437,0.078987,0.044843,0.065916
EW_Ratio,deaths_gini_rel,0.000000,0.105866,0.190298,0.074421,-0.462095,-0.004668,0.199382,-0.084122,-0.480031,-0.235683
Minority_Ratio,deaths_gini_abs,0.202691,0.210979,0.204155,0.191708,0.199011,0.187903,0.204673,0.177605,0.160917,0.209122
Minority_Ratio,deaths_gini_rel,0.000000,0.040887,0.007223,-0.054189,-0.018160,-0.072958,0.009778,-0.123766,-0.206097,0.031725
