,,No_Vaccination,Baseline,Age,Income,Occupation,Minority,SVI,SVI_new,Hybrid,Hybrid_Ablation
All,deaths_total_abs,0.000107,0.000104,0.000099,0.000100,0.000102,0.000104,0.000101,0.000102,0.000097,0.000096
All,deaths_total_rel,0.000000,-0.028671,-0.068763,-0.061773,-0.040072,-0.027982,-0.056653,-0.042691,-0.089518,-0.099541
Elder_Ratio,deaths_gini_abs,0.230873,0.236334,0.191429,0.246262,0.232383,0.221854,0.242258,0.240152,0.205829,0.203276
Elder_Ratio,deaths_gini_rel,0.000000,0.023652,-0.170850,0.066652,0.006536,-0.039065,0.049310,0.040188,-0.108475,-0.119534
Mean_Household_Income,deaths_gini_abs,0.120154,0.115160,0.122382,0.070240,0.112732,0.129361,0.077568,0.086892,0.094562,0.117414
Mean_Household_Income,deaths_gini_rel,0.000000,-0.041564,0.018538,-0.415416,-0.061771,0.076625,-0.354433,-0.276828,-0.212995,-0.022802
EW_Ratio,deaths_gini_abs,0.065892,0.063100,0.059163,0.049121,0.034139,0.063775,0.049277,0.052586,0.039947,0.072982
EW_Ratio,deaths_gini_rel,0.000000,-0.042383,-0.102121,-0.254521,-0.481895,-0.032131,-0.252166,-0.201938,-0.393754,0.107586
Minority_Ratio,deaths_gini_abs,0.059840,0.057365,0.048135,0.062648,0.048350,0.034974,0.061457,0.055984,0.043222,0.060654
Minority_Ratio,deaths_gini_rel,0.000000,-0.041359,-0.195607,0.046911,-0.192016,-0.415552,0.027016,-0.064446,-0.277714,0.013599
